Referencia;Nombre;Categoria;Descripcion
4236;FONDO EXPERTO GRIS 1/8 G SUPER;PINTURAS Y DISOLVENTES;
4237;FONDO EXPERTO GRIS 1/32 G SUPER;PINTURAS Y DISOLVENTES;
4240CA;PUNTILLA SIN CABEZA  3/4 X 400 GM;TORNILLERIA;
4240D;PUNTILLA SIN CABEZA  3/4 X DOCENA;TORNILLERIA;
4240;PUNTILLA SIN CABEZA  3/4 X U;TORNILLERIA;
4243CA;PUNTILLA SIN CABEZA  3/4 X 400 GM;TORNILLERIA;
4243D;PUNTILLA SIN CABEZA  3/4 X DOCENA;TORNILLERIA;
4243;PUNTILLA SIN CABEZA  3/4 X U;TORNILLERIA;
4244;"CINCEL DE CORTE FRIO 3/4 x 10"" TRUPER";HERRAMIENTA MANUAL;"""Marca Truper, Modelo C-3/4X10, Tipo de herramienta Cincel, Ancho de la hoja 1,9 cm, Largo 2,5 cm, Formas de las hojas Plana, Tipo de formón o cincel Plano, Material de la hoja Acerp al cromo vanadio, Material del mango Cromo vanadio, Superficies aptas Concreto, Es apto para martillo demoledor No  """"El cincel de corte frío de 3/4 X 10"""""""", es un producto de la reconocida marca Truper, sinónimo de calidad y durabilidad. Este cincel está fabricado en acero al cromo vanadio, un material resistente y duradero que garantiza un rendimiento excepcional y una larga vida útil. La hoja de este cincel tiene un ancho de 19 mm, lo que proporciona un corte preciso y eficiente. A pesar de su robustez, este cincel tiene un peso ligero de 290 g, lo que facilita su manejo y reduce la fatiga durante su uso. El mango de este cincel también está hecho de cromo vanadio, lo que asegura un agarre firme y seguro. Este cincel no es apto para martillo demoledor, pero sus cabezas grandes incrementan el área de impacto, lo que lo hace ideal para una variedad de trabajos de corte. El producto viene en un empaque individual en tarjeta plástica, lo que garantiza su protección durante el transporte. El código de producto es 12145 y la clave de producto es C-3/4X10. El cincel tiene un largo de 10"""""""" (25 cm) y un diámetro de cabeza de 18.5 mm. Lo que tienes que saber de este producto, Ancho de la hoja: 1.9 cmLargo: 2.5 cmLa hoja está hecha de acerp al cromo vanadio.Con mango de cromo vanadio., Ancho de la hoja: 1.9 cmLargo: 2.5 cmLa hoja está hecha de acerp al cromo vanadio.Con mango de cromo vanadio."""""""
4245;GUANTE DE CARNAZA LARGO;DOTACION INDUSTRIAL;
4246;TUBO EMT 1/2;TUBERIAS Y ACCESORIOS;
4247;CURVA EMT 1/2;TUBERIAS Y ACCESORIOS;
4248;TERMINAL EMT 1/2;TUBERIAS Y ACCESORIOS;
4249;UNION EMT 1/2;TUBERIAS Y ACCESORIOS;
4257;"UNION GALVANIZADA 1""";TUBERIAS Y ACCESORIOS;
4250;PERRO 1/8;TORNILLERIA;
4251;VIRUTA PEQUEÃ¯Â¿Â½A 75GM;HOGAR Y COCINA;
4252;TERMINAL COBRE 100 A;ELECTRICOS;
4253;NYLON X 1 MT;SOGAS Y CADENAS;
4254;CEPILLO GRATA TRUPER X UND;HERRAMIENTA MANUAL;10652
4255;GANCHO CORTINA EN S;HERRAJES Y SOPORTES;
4256;"DESTORNILLADOR PALA 3/16 X 8"" PRETUL";HERRAMIENTA MANUAL;21469
4258;GRAPA CAMA GALVANIZADA X UNIDAD;HERRAJES Y SOPORTES;
4259;TERMINAL OJO 3/18;ELECTRICOS;
4260;TRANCA PUERTA PIE COLORES;HERRAJES Y SOPORTES;
4261;"DESTORNILLADOR PALA 1/4"" X 4"" PRETUL";HERRAMIENTA MANUAL;21481
4262;"DESTORNILLADOR PALA 3/16"" X8"" PRETUL";;21469
4263;MANGUERA PEALPE BLANCA 1/2 1MT;TUBERIAS Y ACCESORIOS;
4265;"CINTA ENMASCARAR 1/2"" X 50M TRUPER";PEGANTES;12589
4266;"CINTA ENMASCARAR 11/2"" X 50M TRUPER";PEGANTES;12592
4267;"CINTA ENMASCARAR AZUL PARA PINTORES 1/2"" TRUPER";PEGANTES;12620
4268;CINTA TAPAGOTERAS 20 CM X 10 MT ALUMBAND;CONSTRUCCION;10395716
4269;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 8;DOTACION INDUSTRIAL;4600
4270;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 81/2;DOTACION INDUSTRIAL;4601
4271;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 9;DOTACION INDUSTRIAL;4602
4264;TOMA DOBLE USB PLATA MERCURY;ELECTRICOS;45463
4272;SELLADOR DE BLOQUE DE CULATA 473CC SINTESOLDA;LUBRICANTES;2657
4273;CANDADO DE BAYONETA LATÃ¯Â¿Â½N SÃ¯Â¿Â½LIDO 70MM;CERRAJERIA Y SEGURIDAD;44692
4274;"EXTENSION PARA RACHET 2 1/2"" MANDO 1/2 TRUPER";HERRAMIENTA MANUAL;Marca Diago, Modelo 3 piezas, Tipo de llave Plana, Acabado de la llave Cromado, Tipo de cabezal Ajustable, Con mango antideslizante Sí, Con diseño ergonómico Sí  Juego De Llave Saca Bujias Rachet + Extensión + Copas- Tamaño del ratchet 3/8, ideal para una amplia gama de aplicaciones, permitiendo acceder a lugares de difícil acceso con facilidad.- Largo de la Extensión: 70MM, ofreciendo la extensión adecuada para trabajar en espacios reducidos.- Incluye tamaños de 16MM y 21MM, adaptándose a las necesidades más comunes.Este juego de herramientas es perfecto para trabajos automotrices, reparaciones en el hogar y cualquier tarea que requiera un conjunto confiable y robusto. Su construcción en acero asegura una larga vida útil, mientras que su diseño ergonómico permite un uso cómodo y eficiente. Incluye:1 Ratchet 3/8 de 180MM.1 Extensión 3/8 de 70MM.1 Dado de 16MM 1 Dado de 21MM.
4275;"EXTENSION PARA RACHET 3"" MANDO 3/8 TRUPER";HERRAMIENTA MANUAL;"""Marca Truper, Modelo E-5266  Fabricada en acero al cromo- 13916-01NORMA- Excede en promedio un 40% la norma en torque ASME B107.110 (Certificado no disponible)ESPECIFICACIONES- Cuadro mando 3/8"""""""" (9.5mm)- Longitud 6"""""""" (152mm)- Diámetro 13 mm- Torsión máxima 1,200 lb/in- Dureza 60 HRc."""""""
4276;"EXTENSION PARA RACHET 6"" MANDO 3/8 TRUPER";HERRAMIENTA MANUAL;13916
4277;VASTAGO PARA GRIFERIA YW008-YW009 BOCHERINI;GRIFERIA;YW010
4278;VASTAGO PARA REGISTRO DE DUCHA BOCHERINI;GRIFERIA;FA12094
4279;VASTAGO PARA LLAVE REF AG-S8003 DERECHO BOCHERINI;GRIFERIA;V-AG-S8003O
4279;VASTAGO DUCHA  GRIVAL;;18350
4280;VASTAGO DUCHA GRIVAL;GRIFERIA;43331
4281;VASTAGO CARTUCHO CERAMICO IZQUIERDO LARGO GRIVAL;GRIFERIA;13331
3366P;AMARRE PLASTICO BLANCO 4.8 X 30cm FORTE PAQ;SOGAS Y CADENAS;16057
4283;GASTOP FUERZA ALTA 10G UNIFIX;PEGANTES;
4284;"NIPLE GALVANIZADO KAUDAL 3/4X6""";TUBERIAS Y ACCESORIOS;
4285;"NIPLE GALVANIZADO KAUDAL 3/4X1""";TUBERIAS Y ACCESORIOS;
4286;PINCEL N 1 PLANO;PINTURAS Y DISOLVENTES;
4287;PINCEL N 2 PLANO;PINTURAS Y DISOLVENTES;
4288;DISCO CORTE SIERRA 41/2 UNITEC;ABRASIVOS Y CONSUMIBLES;
4290;GALON ENVASE RECICLADO;HOGAR Y COCINA;
4289;"ADAPTADOR RATCHET 3/8"" X 1/2""";HERRAMIENTA MANUAL;13420
4291;"TEE CPVC 1/2""";TUBERIAS Y ACCESORIOS;
4292;"TUBO CPVC 3/4"" X 1 MT PAVCO";TUBERIAS Y ACCESORIOS;
4293;"TAPON HEMBRA LISO CPVC 3/4""";TUBERIAS Y ACCESORIOS;
4294;CUCHILLA PARA BISTURI 25 MM 10 PIEZAS TRUPER;HERRAMIENTA MANUAL;17903
4295;VALVULA BOLA BRONCE 1/4;GRIFERIA;
4296;TOMA INDUSTRIAL 15 AMP CODELCA;ELECTRICOS;
4297;BISTURI 25 MM REFORZADO PLASTICO CON ALMA METALICA TRUPER;HERRAMIENTA MANUAL;Marca Truper, Modelo CUT-7, Tipo de cutter Plegable, Formato de venta Unidad, Color Naranja, Materiales del mango Plástico, Con traba de seguridad Sí, Ancho de la hoja 25 mm, Incluye hojas de repuesto Sí, Cantidad de hojas de repuesto 3, Usos recomendados reforzado, Capacidad de almacenamiento de hojas 0  El Bisturí Profesional 25mm Alma Metálica Truper 17904 es la herramienta ideal para quienes buscan precisión y durabilidad. Este cutter plegable cuenta con un seguro automático y un sistema de cambio automático de navaja, lo que facilita su uso y garantiza la seguridad del usuario. Su diseño ergonómico y robusto, con un mango de plástico en color naranja, proporciona un agarre cómodo y seguro. La hoja, con un ancho de 25 mm y un espesor de 0.7 mm, es perfecta para cortes precisos. Además, incluye una traba de seguridad para mayor protección. Empacado individualmente en blíster, este bisturí es una excelente opción para profesionales y aficionados. Lo que tienes que saber de este producto, Unidades por pack: 1Formato de venta: UnidadEl material del mango es plástico.Cuenta con traba de seguridad.El ancho de la hoja es 25mm.Incluye 3 hojas de respuesto.Se recomienda su uso en: reforzado., Unidades por pack: 1Formato de venta: UnidadEl material del mango es plástico.Cuenta con traba de seguridad.El ancho de la hoja es 25mm.Incluye 3 hojas de respuesto.Se recomienda su uso en: reforzado.
4298;CUCHILLA PARA BISTURI SK4 5 PIEZAS TRUPER;HERRAMIENTA MANUAL;Marca Truper, Modelo 100101, Tipo de cutter Estuche con 50 cuchillas, Formato de venta Pack, Unidades por pack 50, Color Plateado, Con traba de seguridad No, Ancho de la hoja 18 mm, Incluye hojas de repuesto Sí, Cantidad de hojas de repuesto 50, Usos recomendados 0, Capacidad de almacenamiento de hojas 50  **********************GM COMUNICACIONES Y ELECTRONICA SAS*************************CÓDIGO: 100101CLAVE: REP-CUT-650Ficha técnicaEstuche con 50 cuchillas SK4 de 18 mm para cutter, TruperFabricadas de acero SK4, 2X más durables que el acero al carbonoDoble bisel para cortes más precisos incluye estuche.
4299;"NAVAJA RETRACTIL 6"" CUERPO DE ALUMINIO PRETUL";HERRAMIENTA MANUAL;22400
4300;"CINTA ENMASCARAR 2"" X 50M TRUPER";PEGANTES;12593
4301;CLAVIJA INDUSTRIAL 15A P/TIERRA CODELCA;ELECTRICOS;
4302;JUEGO DE LLAVES BRISTOL EXTRALARGAS METRICAS 7 PIEZAS TRUPER;HERRAMIENTA MANUAL;Marca Truper, Modelo ALLX-7M, Tipo de llave Allen, Color Plateado, Acabado de la llave Cromado, Tipo de cabezal Fija, Materiales Acero cromo vanadio, Metal, Apertura máxima 1, Con mango antideslizante No, Con diseño ergonómico No  Juego De Llaves Allen Mm Largas 7 Piezas Truper 15548 Color PlateadoCARACTERÍSTICAS• Fabricadas en acero al cromo vanadio 2x más resistentes al desgaste• Llaves largas de doble posición, que permiten mayor torque y alcanzar lugares de difícil acceso• Organizador plástico abatibleFICHA TÉCNICA• Contenido: 7 Llaves• Medida: Milimétrica• Empaque individual: BlísterEste producto es ideal para aquellos que buscan una solución completa para sus proyectos. Las llaves están fabricadas en acero al cromo vanadio, lo que las hace 2 veces más resistentes al desgaste. Además, son largas y de doble posición, lo que permite un mayor torque y alcanzar lugares de difícil acceso. El set incluye un organizador plástico abatible para mantener tus llaves ordenadas y a mano. El contenido del paquete incluye 7 llaves de medida milimétrica y viene en un empaque individual tipo blíster. Lo que tienes que saber de este producto, Acabado de la llave: CromadoLlave de apriete fija.Fabricada en acero cromo vanadio.Cuenta con 1 de apertura máxima., Acabado de la llave: CromadoLlave de apriete fija.Fabricada en acero cromo vanadio.Cuenta con 1 de apertura máxima.
4303;"ADAPTADOR HEMBRA CPVC 3/4""";HERRAMIENTA MANUAL;
4304;"ADAPTADOR MACHO CPVC 3/4""";GRIFERIA;
4305;REGISTRO DUCHA BALTA GRIVAL;GRIFERIA;70419
4307;BOMBA EXTRACTORA DE LIQUIDOS;HERRAMIENTA MANUAL;16853
4306;"GRATA COPA 4"" ALAMBRE ONDULADO MULTI-ROSCA TRUPER";ABRASIVOS Y CONSUMIBLES;100858
4308;"DISCO VELCRO 4 1/2"" N600";ABRASIVOS Y CONSUMIBLES;60
4309;VIDRIO PARA CARETA NO 10;ABRASIVOS Y CONSUMIBLES;
4310;CANDADO 20MM LATON GATO;CERRAJERIA Y SEGURIDAD;
4311;TOMA AEREA INDUSTRIAL TRIFASICA 50A KONTIKI;ELECTRICOS;43946
4312;TEE ELECTRICA 15A ESCULIZABLE BLANCA MERCURY;ELECTRICOS;45398
4313;"LIJA RED 9""X11"" #1200 PREMIER";ABRASIVOS Y CONSUMIBLES;
4314;"LIJA RED 9""X11"" #1500 PREMIER";ABRASIVOS Y CONSUMIBLES;16
4316;CEPILLO PARA BETUNAR GRANDE N 6;HERRAMIENTA MANUAL;
4317;CLAVIJA INDUSTRIAL 15A CODELCA;ELECTRICOS;
4318;PULPO 1MT;SOGAS Y CADENAS;
4319;DUPLICADO LLAVE 1500 COLOR;CERRAJERIA Y SEGURIDAD;
4320;ANTENA TDT 1MT;ELECTRICOS;
4321;CANDADO LAMINADO RECUBIERTO 40 MM HERMEX;CERRAJERIA Y SEGURIDAD;43367
4322;DUCHA CALENTADOR AUTOMATICA TRADICIONAL 120V KONTIKI;ELECTRICOS;
4326;MASILLA POLIESTER EXTRA  1/8 SUPER;PINTURAS Y DISOLVENTES;
4325;EMPAQUE CONICO ARBOL ENTRADA;GRIFERIA;
4323;"TORNILLO CARRIAJE RO ZINC 5/16X1/2""UN";TORNILLERIA;
4327;ESMALTE EXPERTO VERDE ESMERALDA 1 GALON SUPER;PINTURAS Y DISOLVENTES;
4328;ESMALTE EXPERTO VERDE ESMERALDA 1/2 G SUPER;PINTURAS Y DISOLVENTES;
4329;ESMALTE EXPERTO VERDE ESMERALDA  1/4 G SUPER;PINTURAS Y DISOLVENTES;
4330;ESMALTE VERDE ESMERALDA EXPERTO 1/8 G SUPER;PINTURAS Y DISOLVENTES;
4331;ESMALTE VERDE ESMERALDA EXPERTO 1/32 G SUPER;PINTURAS Y DISOLVENTES;
4332;"CAJA PARA HERRAMIENTA 13"" CON COMPARTIMIENTOS PRETUL";HERRAMIENTA MANUAL;20602
4333;"CAJA PARA HERRAMIENTA 16"" CON COMPARTIMIENTOS PRETUL";HERRAMIENTA MANUAL;20603
4334;BOMBILLO LED 9W E27 LUZ BLANCA MERCURY;ELECTRICOS;46648
4335;RODACHINA COLGANTE 2 RUEDAS METALICA FUERTE UNIDAD;HERRAJES Y SOPORTES;
4324;EMPAQUE ADAPTADOR DE 1/2;GRIFERIA;
4336;"TERMINAL HEMBRA MACHO 250 1/4"" CABLE 12-10 AWG AMARILLA MAX 27A";ELECTRICOS;
4337;TERMINAL EMPALME TOPE PARA CABLE 22-16 AWG, CON AISLANTE ROJO MAX 48A;ELECTRICOS;
4338;CAPUCHON CON RESORTE DE NYLON 16X2 AWG COLOR GRIS;ELECTRICOS;
4339;CAPUCHON CON RESORTE DE NYLON 16X3 AWG COLOR AZUL;ELECTRICOS;
4340;TERMINAL ANILLO 5/16 AMARILLO CABLE 12-10;ELECTRICOS;
4341;"TORNILLO DRYWALL 14X11/2"" UN";TORNILLERIA;
4341D;"TORNILLO DRYWALL 14X11/2"" DOC";TORNILLERIA;
4409;BOTA VEREDA TALLA 38;DOTACION INDUSTRIAL;
4414;JUEGO DE PUNTAS MONTADAS PIEDRA 5 PIEZAS;HERRAMIENTA MANUAL;
4415;"LLAVE MIXTA 1"" 290MM PRETUL";HERRAMIENTA MANUAL;21892
4416;"LLAVE MIXTA 15/16"" X 280MM PRETUL";HERRAMIENTA MANUAL;21891
4417;MASILLA MADERA POROSIL BLANCO 350 GRAMOS CORONA;PINTURAS Y DISOLVENTES;
4418;MASILLA MADERA POROSIL ABARCO CLARO  350 GRAMOS CORONA;PINTURAS Y DISOLVENTES;
4419;MASILLA MADERA POROSIL ABARCO OSCURO 350 GRAMOS CORONA;PINTURAS Y DISOLVENTES;
4420;VINILO T1 PROFESSIONAL 1A BLANCO CANECA 5 GL CORONA;PINTURAS Y DISOLVENTES;20%
4421;MASILLA DRYWALL PANEL TEC PROFESSIONAL 1 GALON 5.6KG CORONA;PINTURAS Y DISOLVENTES;
4422;IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO BLANCO 1G CORONA;PINTURAS Y DISOLVENTES;
4423;IMAN CERAMICO CUADRADO 6;ELECTRICOS;
4424;IMAN CERAMICO CUADRADO 7;ELECTRICOS;
4425;IMAN MONEDA 00;ELECTRICOS;
4426;IMAN MONEDA 5;ELECTRICOS;
4427;IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO GRIS 1G CORONA;PINTURAS Y DISOLVENTES;
4428;"ALICATE PONCHADORA 8"" PARA RJ45 8 HILOS TRUPER";HERRAMIENTA MANUAL;18342
4429;ALDABILLA CROMADA DERECHA - IZQUIERDA;HERRAJES Y SOPORTES;
4343;ESCOBILLA NÃ¯Â¿Â½1  MOTOR SINGER;ELECTRICOS;
4345;ESCOBILLA NÃ¯Â¿Â½3;ELECTRICOS;
4348;ESCOBILLA NÃ¯Â¿Â½6 BRILLANTADORA ELECTROLUZ;ELECTRICOS;
4347;ESCOBILLA NÃ¯Â¿Â½5 VARIOS;ELECTRICOS;
4349;ESCOBILLA NÃ¯Â¿Â½7 BRILLADORA GENERAL;ELECTRICOS;
4350;ESCOBILLA NÃ¯Â¿Â½8 TALADRO B/D 1/4;ELECTRICOS;
4351;ESCOBILLA NÃ¯Â¿Â½9 TALADRO B/D SKILL 1/2;ELECTRICOS;
4352;ESCOBILLA NÃ¯Â¿Â½10 TALADRO PULIDORA B/D 3/8;ELECTRICOS;
4353;ESCOBILLA NÃ¯Â¿Â½11 TALADRO BOSH DE 1/4;ELECTRICOS;
4354;ESCOBILLA NÃ¯Â¿Â½12 PULIDORA B/D ESPECIAL;ELECTRICOS;
4355;ESCOBILLA NÃ¯Â¿Â½13 TALADRO MAKITA;ELECTRICOS;
4356;ESCOBILLA NÃ¯Â¿Â½14;ELECTRICOS;
4357;ESCOBILLA NÃ¯Â¿Â½15 TALADRO ISKRAPERLES MOTOR TOOL M317;ELECTRICOS;
4358;ESCOBILLA NÃ¯Â¿Â½16 SIERRA B/D;ELECTRICOS;
4359;ESCOBILLA NÃ¯Â¿Â½17 RUTEADOR B/D;ELECTRICOS;
4360;ESCOBILLA NÃ¯Â¿Â½18 PULIDORA Y TRONSADORA HITACH;ELECTRICOS;
4361;ESCOBILLA NÃ¯Â¿Â½19 PULIDORA B/D 1/2;ELECTRICOS;
4362;ESCOBILLA NÃ¯Â¿Â½20 PULIDORA B/D TIPO PESADO;ELECTRICOS;
4363;ESCOBILLA NÃ¯Â¿Â½21 PULIDORA B/D PULIDORA B/D ESPECIAL;ELECTRICOS;
4364;ESCOBILLA NÃ¯Â¿Â½22 SKILL DE 1/2 MILLER THOR 1/2;ELECTRICOS;
4365;ESCOBILLA NÃ¯Â¿Â½23 MAKINA 1/2;ELECTRICOS;
4366;ESCOBILLA NÃ¯Â¿Â½24 PULIDORA BOSH 1/2;ELECTRICOS;
4367;ESCOBILLA NÃ¯Â¿Â½24A PULIDORA BOSH;ELECTRICOS;
4368;ESCOBILLA NÃ¯Â¿Â½30A;ELECTRICOS;
4369;ESCOBILLA NÃ¯Â¿Â½25 ISKA PERLES DE 1/2;ELECTRICOS;
4370;ESCOBILLA NÃ¯Â¿Â½26;ELECTRICOS;
4371;ESCOBILLA NÃ¯Â¿Â½27 PULIDORA ISKRA PERLES PEQUEÃ¯Â¿Â½A;ELECTRICOS;
4372;ESCOBILLA NÃ¯Â¿Â½28 PULIDORA SKILL;ELECTRICOS;
4373;ESCOBILLA NÃ¯Â¿Â½29 MINIPULIDOR DEWALD B/D;ELECTRICOS;
4374;ESCOBILLA NÃ¯Â¿Â½30 TRONSADORA DYWAL 50;ELECTRICOS;
4375;ESCOBILLA NÃ¯Â¿Â½31;ELECTRICOS;
4376;ESCOBILLA NÃ¯Â¿Â½32;ELECTRICOS;
4432;TACO BREAKER 2P BIPOLAR X 40 A CILLES;ELECTRICOS;
4433;CONECTOR ELECTRICO 60A;ELECTRICOS;
4434;"VALVULA BOLA LATON 1"" GRIVAL";GRIFERIA;
4435;BOMBILLO LED 7W E27 LUZ BLANCA MERCURY;ELECTRICOS;45478
4436;TEE GALVANIZADA 3/4;TUBERIAS Y ACCESORIOS;
4437;TOMA TIPO LEVINTON BLANCA AVE;ELECTRICOS;
4438;MASILLA EPOXICA EPOXIBONDER 30 G LOCTITE;PINTURAS Y DISOLVENTES;
4440;SELLADOR MULTIPROPOSITO GALON CORONA;PINTURAS Y DISOLVENTES;30%
4441;SUPERFACHADA BASE AGUA GALON CORONA;PINTURAS Y DISOLVENTES;
4439;EPOXIBONDER TRANSPARENTE 25 GRAMOS LOCTITE;PEGANTES;
4442;TAPA TOMA LEVINTON  BLANCA;ELECTRICOS;
3314CA;PUNTILLA CON CABEZA 3/4 400G;TORNILLERIA;
4445;DESAGUE LAVAMANOS CROMADO RIOPLAST;GRIFERIA;
4446;ENVASE NEGRO 1/2 G PLASTICO;PINTURAS Y DISOLVENTES;
4447;"DISCO CORTE METAL 41/2"" X 1/16"" X 7/8"" NORTON";ABRASIVOS Y CONSUMIBLES;
4448;"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" UN";TORNILLERIA;
4448D;"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" DOC";TORNILLERIA;
4448C;"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" 50U";TORNILLERIA;
4451;"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" UN";TORNILLERIA;
4451D;"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" DOC";TORNILLERIA;
4451C;"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" 50U";TORNILLERIA;
2492D;TORNILLO AVELLANA PUNTA DE BROCA 8X1 DOC;TORNILLERIA;
2492C;TORNILLO AVELLANA PUNTA DE BROCA 8X1 50;TORNILLERIA;
4456;"BROCA MURO 1/4 X 4""  BOSH";ABRASIVOS Y CONSUMIBLES;
4457;BROCA LAMINA HSS 1/8 BOSH;ABRASIVOS Y CONSUMIBLES;
4458;BROCA LAMINA HSS 3/16 BOSH;ABRASIVOS Y CONSUMIBLES;
4459;ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1G CORONA;PINTURAS Y DISOLVENTES;
4460;BOTA VEREDA TALLA 39;DOTACION INDUSTRIAL;
4461;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 71/2;DOTACION INDUSTRIAL;
4462;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 7;DOTACION INDUSTRIAL;
4463;TOMA AEREA BIFILAR PATA CRUZADA 2O AMP CODELCA;ELECTRICOS;
4465;"MACETA TIPO NEVADA MANGO FIBRA DE VIDRIO 6"" PRETUL";HERRAMIENTA MANUAL;22203
4466;SIFON FLEXIBLE CROMADO LAVAPLATOS CON CANASTILLA;GRIFERIA;
4467;CANECA 52 GLONES DE SEGUNDA;PINTURAS Y DISOLVENTES;
4468;SENSOR DE PARED SOBREPONER MERCURY;ELECTRICOS;
4469;SILICONA AROMA CHICLE UV 300ML SIMONIZ;LUBRICANTES;41889
4464;TORNILLO HEXAGONAL PUNTA BROCA 10X1/2;TORNILLERIA;
4470;"BUSHING GALVANIZADO 3/4 X 1""";TUBERIAS Y ACCESORIOS;
4471;ACEITE 3-EN- 1 AEROSOL 135ML 4,5 Oz;LUBRICANTES;
4472;RODACHINA PESADA 1.5 SIN FRENO NARANJA;HERRAJES Y SOPORTES;
4473;"RODACHINA PESADA 2"" CON FRENO NARANJA";HERRAJES Y SOPORTES;
4474;"RODACHINA GIRATORIA LIVIANA 1"" NYLON BLANCA";HERRAJES Y SOPORTES;
4475;"RODACHINA GIRATORIA LIVIANA 11/2"" NYLON BLANCA";HERRAJES Y SOPORTES;
4476;"RODACHINA GIRATORIA  LIVIANA 2"" NYLON BLANCA";HERRAJES Y SOPORTES;
4477;"RODACHINA GIRATORIA ESPIGO 2"" PARA SILLA";HERRAJES Y SOPORTES;
4481;FUSIBLE PARA OLLA METALICO;HOGAR Y COCINA;
4482;CARRETILLA 5.5 FT GRIS ANTIPINCHAZO PRETUL;HERRAMIENTA MANUAL;20625
4478;LUBRICANTE MULTIUSOS 200ML DTURIN;LUBRICANTES;
4479;BROCA ACERO HSS 15/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;750489
4480;BROCA ACERO HSS 23/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;750406
4483;ESCALERA TIPO TIJERA 7 PELDAÃ¯Â¿Â½OS BANDEJA TRUPER;HERRAMIENTA MANUAL;10337
4484;CAIMAN ROJO NEGRO 200A MEDIANO NACIONAL;ELECTRICOS;
4485;CAIMAN ROJO NEGRO PEQUEÃ¯Â¿Â½O NACIONAL;ELECTRICOS;
4486;MOTOR REDUCTOR PROYECTOS ESCOLARES;ELECTRICOS;
4489;BOTA VEREDA TALLA 40;DOTACION INDUSTRIAL;
4487;CERRADURA SOBREPONER DERECHA C-999 INAFER;CERRAJERIA Y SEGURIDAD;
4488;CERRADURA SOBREPONER IZQUIERDA C-999 INAFER;CERRAJERIA Y SEGURIDAD;
4490;PALUSTRE MANGO PLASTICO NO 5 UDUKE;HERRAMIENTA MANUAL;
4491;TUBO EMT 3/4;ELECTRICOS;
4492;CURVA EMT  3/4;ELECTRICOS;
4493;UNION EMT 3/4;ELECTRICOS;
4494;TERMINAL EMT 3/4;HERRAMIENTA MANUAL;
4498;COMPRESOR HORIZONTAL 25LITROS 3HP 127V;HERRAMIENTA MANUAL;15006
4499;VASTAGO CARTUCHO CERAMICO DERECHO LARGO GRIVAL;GRIFERIA;
4500;BREAKER TACO PLUG 20 A EXE;ELECTRICOS;
4501;ASPIRADORA DE SOLIDOS Y LIQUIDOS G GL TRUPER;HERRAMIENTA ELECTRICA;12092
4502;EXTENSION CON POLO NARANJA 3MT;ELECTRICOS;
4503;TEJA PLASTICA MARFIL TIPO ETERNIT #8 244X92CM GERFOR;CONSTRUCCION;
4595;GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 10;DOTACION INDUSTRIAL;
4506;"LLAVE DE TUBO 36"" TRUPER";HERRAMIENTA MANUAL;15841
4495;ARTICULOS DE FERRETERIA;HERRAMIENTA MANUAL;
4156;ALAMBRE N10 X ROLLO 100MT CENTELSA;ELECTRICOS;
4315;ANTENA TDT PARA TV 1.50MT;ELECTRICOS;
4443;TEE GALVANIZADA 3/8;TUBERIAS Y ACCESORIOS;
4496;SENSOR DE PARED INCRUSTAR MERCURY;ELECTRICOS;51142
4497;LLANA BOCETO PLASTICO;HERRAMIENTA MANUAL;
4505;TAPA OIDOS COPA TRUPER;DOTACION INDUSTRIAL;14257
4509;FUSIBLE OLLA PUNTO VERDE, ROJO, NARANJA GRANDE;HOGAR Y COCINA;
4510;LUBRICANTE CADENAS MOTOS/BICLICLETAS 200 MERCURY;LUBRICANTES;
4507;REDUCTOR BRONCE 1/2 X 1/4;PARTES Y REPUESTOS;
4508;REDUCTOR BRONCE 1/2 X 3/8;PARTES Y REPUESTOS;
4511;VASTAGO BRONCE IZQUIERDO GRICOL;GRIFERIA;
4512;REDUCTOR BRONCE 3/8 X 1/4;PARTES Y REPUESTOS;
4513;CHUPA CON GANCHO N 6;HERRAJES Y SOPORTES;
4514;CINTA REFLECTIVA R WH 5CM X 1MT 3M;ELECTRICOS;
4516;BOMBILLO LED VELA E27 5W6500K MERCURY;ELECTRICOS;
4517;LAMPARA DE EMERGENCIA LUM 30 LEDS RECARGABLE 100ML SEGURIMAX;ELECTRICOS;
4515;CINTA REFLECTIVA R WH 5CM X 45.7MT 3M;ELECTRICOS;
