Referencia;Nombre;Categoria;Descripcion
4518;BOLSA DE ESTOPA FINA 400G AZUL;PINTURAS Y DISOLVENTES;1EF004
4519;BOLSA DE ESTOPA FINA 800G AMARILLA;PINTURAS Y DISOLVENTES;
4520;VALVULA DE REGULACION SENCILLA EN ZING 1/2 BOCCHERINI;GRIFERIA;YW376
4521;VALVULA DE REGULACION DOBLE  EN ZING 1/2 BOCCHERINI;GRIFERIA;YW377
4522;SECUENCIADOR CINTA LED NEON RGB120V;ELECTRICOS;
4523;LLANA MADERA BOCETO DE PUNTA 9CM X 20CM;HERRAMIENTA MANUAL;115501
4525;CABO CEPILLO X 1.20 MTS CORRIENTE;HERRAMIENTA MANUAL;102503
4526;CABO MACETA N3 LIJADO FINO;HERRAMIENTA MANUAL;104002
4527;CABO MARTILLO UÃ¯Â¿Â½A N2;HERRAMIENTA MANUAL;105502
4528;CEPILLO CARRETERO PLASTICO 34CM SIN CABO;HERRAMIENTA MANUAL;401501
4529;MASILLA DRYWALL PANEL TEC PROFESSIONAL BALDE 14KG CORONA;PINTURAS Y DISOLVENTES;
4530;VINILO T1 PROFESSIONAL 1A BLANCO BALDE 2.5 G CORONA;PINTURAS Y DISOLVENTES;
4531;VINILO T1 PROFESSIONAL 1A BLANCO 1 G CORONA;PINTURAS Y DISOLVENTES;
4532;VINILO T2 TOTAL 2.5 G CORONA;PINTURAS Y DISOLVENTES;20%
4534;VINILO T2 PROFESSIONAL ALTA COBERTURA 5 G CORONA;PINTURAS Y DISOLVENTES;
4535;MOTOR TOOL PROFESIONAL 1509W 97 ACCESORIOS;ELECTRICOS;
4524;CABO AZADON CORRIENTE;HERRAMIENTA MANUAL;100502
4536;LLANA MADERA 14X21CM PINO;HERRAMIENTA MANUAL;
4537;CINTA LED 110V 5050 LUZ CALIDA X 1 METRO MERCURY;ELECTRICOS;
4533;VINILO T2 TOTAL 1 G CORONA;PINTURAS Y DISOLVENTES;30%
4538;JUEGO DE LLAVES BRISTOL EXTRALARGAS PULGDAS 7 PIEZAS TRUPER;HERRAMIENTA MANUAL;15551
4540;TAPAOIDO DE INSERCION ECO;DOTACION INDUSTRIAL;
5441;"BUJE PVC SOLDADO 11/2X 1""";TUBERIAS Y ACCESORIOS;
4542;"CINTA ENMASCARAR 1"" X 50M TRUPER";PEGANTES;12591
4539;CEPILLO DE PISO DOBLE USO BLANCO 1A SIN PALO;HOGAR Y COCINA;
4543;LUCES DE NAVIDAD LED LINEAL X30 FAROLITO;ELECTRICOS;YG-163
4544;LUCES DE NAVIDAD LED LINEAL BOMBILLO GRANDE HUMO X200;ELECTRICOS;YG-827
4545;LUCES DE NAVIDAD LED ESTRELLA PUNTA ARBOL;ELECTRICOS;G13
4546;LUCES DE NAVIDAD LED CORTINA FIGURAS ESTRELLAS G26-1;ELECTRICOS;G26-1
4547;LUCES DE NAVIDAD LED CORTINA BOMBILLO PAPA NOEL YG-007;ELECTRICOS;
4548;LUCES DE NAVIDAD LED CORTINA FIGURAS RENOS YG-357;ELECTRICOS;YG-357
4549;LUCES DE NAVIDAD LED CORTINA FIGURAS COPOS YG-356;ELECTRICOS;YG-356
4550;LUCES DE NAVIDAD LED CORTINA FIGURAS CIRCULOS PAPA NOEL YG-020;ELECTRICOS;YG-020
4551;LUCES DE NAVIDAD LED CORTINA FIGURAS YG115;ELECTRICOS;YG-115
4552;LUCES DE NAVIDAD LED PILA CORCHO PEQUEÃ¯Â¿Â½A;ELECTRICOS;
4553;LUCES DE NAVIDAD LED ALAMBRADA X 100B YG-254;ELECTRICOS;YG-255
4554;LUCES DE NAVIDAD LED ALAMBRADA X 200B  YG-255;ELECTRICOS;
4555;LUCES DE NAVIDAD LED CORTINA RVP 3X1MT YG-150;ELECTRICOS;YG-150
4556;LUCES DE NAVIDAD LED CORTINA RVP 3X2MT YG-151;ELECTRICOS;YG-151
4557;LUCES DE NAVIDAD LED CORTINA RVP 3X3MT YG-149;ELECTRICOS;YG-149
4558;LUCES DE NAVIDAD LED CORTINA 3X1MT YG-11O;ELECTRICOS;YG-11O
4559;LUCES DE NAVIDAD LED CORTINA 3X2MT YG-111;ELECTRICOS;YG-111
4560;LUCES DE NAVIDAD LED CORTINA  3X3MT YG-106;ELECTRICOS;YG-106
4561;LUCES DE NAVIDAD LED MANGUERA X10MT YG-155;ELECTRICOS;YG-155
4562;VELITA LED AB-1, 2;ELECTRICOS;AB-1, 2
4563;LUCES DE NAVIDAD BOMBILLO GIRATORIO LED 12104;ELECTRICOS;12104
4564;ACRILICO BOTERO PARA MANUALIDADES COLORES X60ML;PINTURAS Y DISOLVENTES;ACRI0028
4565;ACRILICO BOTERO METALIZADO DORADO / PLATEADO X60ML;PINTURAS Y DISOLVENTES;ACRI0030
4566;PAPEL ROCA PESEBRE MAQUETA VERDE O CAFÃ¯Â¿Â½ PLIEGO;PAPELERIA Y ESCOLAR;HALL0006
4567;HILO DORADO 1MT;PAPELERIA Y ESCOLAR;HILO001
4568;HILO PLATEADO 1MT;PAPELERIA Y ESCOLAR;HILO002
4569;NIEVE ARTIFICIAL EN SPRAY X4ONZ;PAPELERIA Y ESCOLAR;NAVI0011
4570;ESPONJA OROPLATA;HOGAR Y COCINA;
4571;ESPONJA DE ESPUMA DOBLE USO;HOGAR Y COCINA;
4572;BOMBILLO VEHICULO 5 17053 NARVA;ELECTRICOS;
4573;BOMBILLO VEHICULO HALOGENO 60155 NARVA;ELECTRICOS;
4574;KIT PARA DESPINCHAR BICICLETA;HERRAMIENTA MANUAL;
4575;BREAKER TACO PLUG 30 A EXE;ELECTRICOS;
4576;CANDADO CON GUAYA PARA BICICLETA FORTE;CERRAJERIA Y SEGURIDAD;16166
4577;LINTERNA MULTIFUNC FLEXIBLE 24 LED FORTE;ELECTRICOS;16103
4578;TOALLITA MICROFIBRA UNICOLOR;HOGAR Y COCINA;
4579;POMA LLAVE CRUCETA UNIVERSAL;GRIFERIA;
4580;EXTENSION 10 MTS 30ft DUPLEX OSBLACK/TITANIUM;ELECTRICOS;
4581;KIT BRICOLAGE BANDEJA PARA PINTAR;PINTURAS Y DISOLVENTES;195
4582;AMARRE PLASTICO BLANCO 4.8 X 20cm FORTE UN;SOGAS Y CADENAS;16055
4582P;AMARRE PLASTICO BLANCO 4.8 X 20cm FORTE PAQ;SOGAS Y CADENAS;16055
4584P;AMARRE PLASTICO BLANCO 4.8 X 25cm FORTE PAQ;;16056
3368P;AMARRE PLASTICO BLANCO 4.8 X 37cm FORTE PAQ;SOGAS Y CADENAS;16058
108P;AMARRE PLASTICO BLANCO 7.6 X 40cm FORTE PAQ;SOGAS Y CADENAS;16059
4587;AMARRE PLASTICO NEGRO 4.8 X 20cm FORTE UN;SOGAS Y CADENAS;16066
4587P;AMARRE PLASTICO NEGRO 4.8 X 20cm FORTE PAQ;SOGAS Y CADENAS;16066
4589;ESMALTE EXPERTO BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;30%
3373P;AMARRE PLASTICO NEGRO 4.8 X 25cm FORTE PAQ;HERRAJES Y SOPORTES;16067
4591;AMARRE PLASTICO NEGRO 4.8 X 30cm FORTE UN;HERRAJES Y SOPORTES;16068
4591P;AMARRE PLASTICO NEGRO 4.8 X 30cm FORTE PAQ;HERRAJES Y SOPORTES;16068
4593;AMARRE PLASTICO NEGRO 4.8 X 37cm FORTE UN;HERRAJES Y SOPORTES;16069
4593P;AMARRE PLASTICO NEGRO 4.8 X 37cm FORTE PAQ;HERRAJES Y SOPORTES;16069
4596;"CANCAMO EN ELE 3/4""";HERRAJES Y SOPORTES;
4597;CANCAMO CERRADO N 0 RANGER;TORNILLERIA;
4598;CANCAMO CERRADO N 00 RANGER;TORNILLERIA;
4599;"CANCAMO ABIERTO 11/2"" RANGER";TORNILLERIA;
4600;"CANCAMO ABIERTO 2"" RANGER";TORNILLERIA;
4601;ENTREPAÃ¯Â¿Â½O TRANSPARENTE 3/16 ESPIGO METALICO;HERRAJES Y SOPORTES;
4602;PASADOR FAYEBA COLONIAL IZQ /DER 37CM;HERRAJES Y SOPORTES;
4603;RODACHINA PESADA 1.5 CON FRENO NARANJA;HERRAJES Y SOPORTES;
4604;"RODACHINA PESADA 2"" SIN FRENO NARANJA";HERRAJES Y SOPORTES;
4605;"PATA TUBULAR METALICA 2"" X8CM";HERRAJES Y SOPORTES;
4606;"PATA TUBULAR METALICA 2"" X10CM";HERRAJES Y SOPORTES;
4607;ARGOLLA LATONADA 3/4;HERRAJES Y SOPORTES;
4608;ARGOLLA LATONADA 11/4;HERRAJES Y SOPORTES;
4609;TUBO OVALADO CROMADO PARA CLOSET X 3MT;HERRAJES Y SOPORTES;
4610;SOPORTE OVALADO PARA CLOSET 5/8 MATALICO;HERRAJES Y SOPORTES;
4611;"VALVULA POZUELO PVC 11/2"" SIN SOSCO";GRIFERIA;
4612;YEE LAVADORA CON LLAVE PLASTGRIFOS;GRIFERIA;
4613;POMA PERILLA PALANCA ESTRIA PARA LLAVE;GRIFERIA;
4614;POMA PERILLA CRUCETA ESTRIA PARA LLAVE;GRIFERIA;
4615;DUCHA LAVAPLATOS CAUCHO A PRESION;GRIFERIA;
4616;TORNILLO HEX RO PAVONADO GRADO 5 1/4X3/4;TORNILLERIA;
4617;TORNILLO HEX RO PAVONADO GRADO 5 1/4X1;TORNILLERIA;
4618;TORNILLO HEX RO PAVONADO GRADO 5 1/4X11/2;TORNILLERIA;
4619;TORNILLO HEX RO PAVONADO GRADO 5 1/4X2;TORNILLERIA;
4620;TORNILLO HEX RO PAVONADO GRADO 5 5/16X3/4;TORNILLERIA;
4621;TORNILLO HEX RO PAVONADO GRADO 5 5/16X1;TORNILLERIA;
4622;TORNILLO HEX RO PAVONADO GRADO 5 5/16X11/2;TORNILLERIA;
4623;TORNILLO HEX RO PAVONADO GRADO 5 5/16X2;TORNILLERIA;
4624;TORNILLO HEX RO PAVONADO GRADO 5 3/8X1;TORNILLERIA;
4625;TORNILLO HEX RO PAVONADO GRADO 5 3/8X11/2;TORNILLERIA;
4626;TORNILLO HEX RO PAVONADO GRADO 5 3/8X2;TORNILLERIA;
4627;TORNILLO CR MM 8X20;TORNILLERIA;
4628;TORNILLO CR MM 8X25;TORNILLERIA;
4629;TARUGO MADERA 6MM;TORNILLERIA;
4630;"TUERCA HEX RO GRADO 5 PAVONADA 1/4"" UN";TORNILLERIA;
4631;"TUERCA HEX RO GRADO 5 PAVONADA 5/16"" UN";TORNILLERIA;
4633;"TORNILLO LAMINA AVELLANA 8X1"" UN";TORNILLERIA;
4634;"TORNILLO LAMINA AVELLANA 8X3/4"" UN";TORNILLERIA;
4635;"TORNILLO LAMINA AVELLANA 8X11/2"" UN";TORNILLERIA;
4636;"TORNILLO LAMINA AVELLANA 10X3/4"" UN";TORNILLERIA;
4637;"TORNILLO LAMINA AVELLANA 10X1"" UN";TORNILLERIA;
4638;"TORNILLO LAMINA AVELLANA 10X11/2"" UN";TORNILLERIA;
4639;"TORNILLO LAMINA AVELLANA 12X1"" UN";TORNILLERIA;
4640;"TORNILLO LAMINA AVELLANA 12X11/2"" UN";TORNILLERIA;
4641;MANIJA DECO PUNTO N 3;HERRAJES Y SOPORTES;
4642;RODACHINA COLGANTE CURVA RC 30 METALICA;HERRAJES Y SOPORTES;
4632;"TUERCA HEX RO GRADO 5 PAVONADA 3/8"" UN";TORNILLERIA;
4647;EXTENSION 5 MTS 15ft DUPLEX OSBLACK/TITANIUM;ELECTRICOS;
4648;CUERDA TRENZADA VERDE MILITAR #2 TRENZACOL 1M;SOGAS Y CADENAS;
4649;"SOPORTE BASE PARA TV FIJO 26""-63"" CAJA VERDE";HERRAJES Y SOPORTES;
4650;"SOPORTE BASE PARA TV MOVIL 17""-42"" BASEX200";HERRAJES Y SOPORTES;
4651;"SOPORTE BASE PARA TV MOVIL 32""-60"" BASE P4";HERRAJES Y SOPORTES;
4643;BISAGRA REDONDA ALA N2 PEQUEÃ¯Â¿Â½A UNIDAD;HERRAJES Y SOPORTES;
4644;BISAGRA REDONDA ALA N5 GRANDE UNIDAD;HERRAJES Y SOPORTES;
4645;EMPAQUE BOQUILLA LAVAMANOS;GRIFERIA;
4646;TORNILLO CR MM 8X50;TORNILLERIA;
4652;CANDADO DE SEGURIDAD PARA FRENO DE DISCO DE MOTO;CERRAJERIA Y SEGURIDAD;
4653;TORNILLO CR PAVONADO GRADO 5 8X35 MM;TORNILLERIA;
4654;GUIRNALDA NAVIDAD BRILLANTE 2MT;HOGAR Y COCINA;
4655;GUIRNALDA NAVIDAD VERDE 4-5MT;HOGAR Y COCINA;
4656;GUIRNALDA NAVIDAD BLANCA;HOGAR Y COCINA;
4657;ADORNO NAVIDAD MUÃ¯Â¿Â½ECO DE FIELTRO;HOGAR Y COCINA;
4658;BALACA NAVIDAD;HOGAR Y COCINA;
4659;BOLA NAVIDAD N 6 X 10U;HOGAR Y COCINA;
4660;BOLA NAVIDAD N 4 X 18U;HOGAR Y COCINA;
4661;BOLA NAVIDAD N 3 X 12U;HOGAR Y COCINA;
4662;CINTA NAVIDAD 24MM ROLLO X 2.5MT;HOGAR Y COCINA;
4663;BALDOZA BLANCA 30x20CM REPARACIONES;CONSTRUCCION;
4664;BALDOZA NEGRA 30x30CM REPARACIONES;CONSTRUCCION;
4665;BOMBILLO BI PIN 7W LUZ CALIDA MAGIC LIGHT;TORNILLERIA;
4666;"SERRUCHO DE PODA 12"" HOJA CURVA 6DPP TRUPER";HERRAMIENTA MANUAL;18171Hoja curva para cortes rÃ¯Â¿Â½pidos, fabricada en acero SK5 resistente al desgasteDientes con dureza de 50 - 64 HRc, con triple filo para cortes mÃ¯Â¿Â½s rÃ¯Â¿Â½pidos que los dientes comercialesMangos de madera, ergonÃ¯Â¿Â½micos.
4667;VELITAS DE NAVIDAD PAQ X10;;
4668;CINTA NAVIDAD MALLA  15CM ROLLO X 2MT;HOGAR Y COCINA;
4669;VENENO PARA RATA GUAYAQUIL;ASEO;
4670;REPELENTE PARA PERROS Y GATOS 500ML;ASEO;
4671;LUCES DE NAVIDAD LED LLUVIA DE 6x0.60CM;HOGAR Y COCINA;
4672;LUCES DE NAVIDAD ESTRELLA GRANDE CORTINA;HOGAR Y COCINA;
4673;SIKAFLEX 212 FC NEGRO X 300ML;CONSTRUCCION;
4674;CINTA ANTIDESLIZANTE 25MM X 5M TRUPER;CONSTRUCCION;12542
4675;"BROCA CONCRETO 1/2 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;11230
4676;GUANTE CAUCHO TRITON CAL35 T 9;DOTACION INDUSTRIAL;
4677;VINIPEL-STRETCH NEGRO 15 CM CALIBRE 8 BOCCHERINI;CONSTRUCCION;SFN-15-07
4679;VINIPEL-STRETCH NEGRO 20 CM CALIBRE 8 BOCCHERINI;CONSTRUCCION;SFN-20-07
4680;VINIPEL-STRETCH NEGRO 30 CM CALIBRE 8 BOCCHERINI;CONSTRUCCION;SFN-30-07
4681;JUEGO DE 2 ESLINGAS REATA CON RATCHET CARGA 400KG TRUPER;HERRAMIENTA MANUAL;101739
4682;DUCHA VICTORY FUSION BLANCA CON 120V SELECTOR BOCCHERINI;ELECTRICOS;SM-1601110 35%
4683;"TERMINAL ANILLO COBRE 5/16"" 8 AWG";ELECTRICOS;TEEL-004
4684;CAPUCHON CON RESORTE DE NYLON 20X3 AWG COLOR NARANJA;ELECTRICOS;TECO-074
4685;TEJA PLASTICA MARFIL TIPO ETERNIT #4 122X92CM GERFOR;CONSTRUCCION;
4686;REFLECTOR LED TIPO TABLETA 30W MERCURY;ELECTRICOS;
4687;REFLECTOR LED TIPO TABLETA 50W MERCURY;ELECTRICOS;
4688;TERMINAL ANILLO 3/16 Ã¯Â¿Â½ 5 MM CABLE 22-16 AMG ROJO MAX 19A;ELECTRICOS;TECO-003
4689;TERMINAL ANILLO 3/16 AZUL CABLE 16-14 AWG;ELECTRICOS;TECO-009
4690;TERMINAL HORQUILLA 5/32 Ã¯Â¿Â½ 4 MM 12-10 AWG AMARILLO MAX;ELECTRICOS;TECO-030
4691;TERMINAL HORQUILLA 3/16 Ã¯Â¿Â½ 5MM CABLE 12-10 AMARILLO AWG;ELECTRICOS;TECO-031
4692;TERMINAL MACHO PLANO 250 Ã¯Â¿Â½ 1/4 22-16 AWG ROJO MAX 19A;ELECTRICOS;TECO-045
4693;TERMINAL MACHO REDONDO 156 Ã¯Â¿Â½ 4 MM CABLE 22-16 AWG ROJO MAX;ELECTRICOS;TECO-056
4694;TERMINAL PIN PUNTA AZUL CABLE 16 - 14 AWG;ELECTRICOS;TECO-067
4695;TERMINAL EMPALME TOPE AZUL CABLE 16-14 AWG;ELECTRICOS;TECO-070
4696;FUNDA DE CARNAZA PARA TIJERAS TRUPER;HOGAR Y COCINA;17334
4697;GUANTE POLIESTER RECUBIERTO NITRILO T7;DOTACION INDUSTRIAL;
17003;"Cuchillo 7-1/2"" para electricista, Truper";ELECTRICOS;"Hoja de 3 3/4"" (95 mm) de acero inoxidable SAE 420

? Hoja rectificada a todo lo largo del mango de madera
para mÃ¯Â¿Â½xima resistencia

? Ideal para cortar y pelar cables

? Ã¯Â¿Â½til para remover masilla vieja en marcos de ventanas"
4698;BOMBILLO LED 12W ZAFIRO;ELECTRICOS;
4699;BASCULADE DE RESORTE 100KG PRETUL;CONSTRUCCION;21255
4700;"PASADOR ALEMAN 21/2""";CERRAJERIA Y SEGURIDAD;558
4701;JUEGO DE 7 DESTORNILLADORES DE PRESICION CORNETA;HERRAMIENTA MANUAL;44440
4702;KIT REPUESTO PISTOLA GRAVEDAD AEROGRAFO 1.5MM CORNETA;PARTES Y REPUESTOS;44447
4703;KIT REPUESTO PISTOLA BAJA PRESION 0.8MM CORNETA;PARTES Y REPUESTOS;44448
4704;CABUYA FIQUE NATURAL 6MM X 1MT FORTE;SOGAS Y CADENAS;44505
4705;CABUYA FIQUE NATURAL 8MM X 1MT FORTE;SOGAS Y CADENAS;44506
4706;CABUYA FIQUE NATURAL 13MM X 1MT FORTE;SOGAS Y CADENAS;44508
4707;ESCOBA PLASTICA DE JARDIN 22 DIENTES SIN MANGO;HERRAMIENTA MANUAL;39518
4709;CEMENTO BLANCO USO GENERAL 1 LIBRA;;
4708;"COPA GALVANIZADA 3/4"" X 1/2""";;
4710;FILTRO DE GASOLINA MOTOBOMBA TRUPER;PARTES Y REPUESTOS;101139
4711;"SOLDADURA ELECTRICA 7018 3/32"" 1K TRUPER";ABRASIVOS Y CONSUMIBLES;101535
4712;"SOLDADURA ELECTRICA 7018 3/32"" 5K TRUPER";ABRASIVOS Y CONSUMIBLES;101535
4713;TAPA BOCAS PARA POLVO CONCHA TRUPER;DOTACION INDUSTRIAL;14250
4714;"ESCUADRA CARPINTERO 12"" 30CM TRUPER";HERRAMIENTA MANUAL;"""Marca CLAPOTIS, Modelo 12IN, Color Fix, Material 2748301, Largo 30 cm, Grado de circunferencia 90° """"Premium y duradero: La regla triangular está hecha de una aleación de aluminio de alta calidad con un acabado negro mate for evitar el deslumbramiento. Buena resistencia a la oxidación, cada regla triangular está engrosada, resistente a la corrosión y de alta dureza. y duradero, y no es fácil de romper. que es liviana y conveniente.*Alta precisión:Presenta una escala de prolongador 0-90 grados, brinda la precisión estándar que necesita. La tabla de conversión de ángulos ofrece la conveniencia de usar el número correcto for trabajar. Superficie lisa esmerilada, resistencia al desgaste, escala clara en la superficie de la regla, larga vida útil.El borde grueso se puede usar directamente con la sierra contra la escuadra for cortes transversales o cortes en ángulo con la escala del transportador grabada, lo que le permite marcar de manera rápida y precisa las líneas de corte en sus largueros.*Regla de triángulo multifuncional:Nuestra regla triangular se puede utilizar como transportador, regla, cinta de sierra y cuchillo triangular, así como también como regla. Esta es una herramienta perfecta for proyectos de armazón, techo, construcción y remodelación. También se puede utilizar como brújula de carpintería, escuadra triangular y escuadra de marco. La base horizontal es conveniente for marcar, suave y práctica.adecuado for todos los proyectos de construcción y renovación, También es útil for Diseñadorconstructores de casas, fabricantes, amante de bricolaje y artistas.*Diseño conveniente y cómodo:es conveniente for colgar y almacenar cuando no se usa con diseño humanizado. Los bordes y las esquinas de cada triángulo están pulidos con una artesanía especial, for que quede suave y no lastime sus manos*El embalaje del producto incluye:12 inch Regla de triángulox 1Garantía del vendedor: 30 días."""""""
4715;ACEITERA DE PIPETA FLEXIBLE 500 ML;LUBRICANTES;14874
4716;"CIZALLA CORTAPERNOS 12"" PRETUL";HERRAMIENTA MANUAL;20944
4717;SIKA SET L ACELERANTE PARA MORTERO X 2,6K;CONSTRUCCION;
4718;VINILO TIPO 1 VINILICO GRIS BASALTO 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;
4719;VINILO TIPO 1 VINILICO GRIS BASALTO 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;
4720;VINILO TIPO 1 VINILICO GRIS BASALTO 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;
4721;VINILO TIPO 1 VINILICO GRIS BASALTO 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;
4722;VINILO TIPO 1 VINILICO GRIS BASALTO 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;
4723;SILICONA GRIS AUTOMOTRIZ ALTA TÃ¯Â¿Â½ 70ML TENKBOND;PEGANTES;
4724;SILICONA GRIS AUTOMOTRIZ ALTA TÃ¯Â¿Â½ 32G MKNICAL;PEGANTES;
4725;"PORTACANDADO 21/2"" INDUMA";CERRAJERIA Y SEGURIDAD;
4726;"JUEGO DE 5 SEGUETAS PARA CALADORA ""T"" CORTE MADERA TRUPER";HERRAMIENTA MANUAL;18126
4727;"JUEGO DE 5 SEGUETAS PARA CALADORA ""T"" CORTE METAL TRUPER";HERRAMIENTA MANUAL;"""""""Marca Truper, Modelo ST-127-D, Herramientas compatibles SIERRACALADORA, SIERRATIPO""""""""T"""""""" """" JUEGO SEGUETAS CALADORA 5 PZ ZANCO ''T''Especificaciones: Empaque: Blister, Zanco: Tipo ''T''Blíster con 5 seguetas 8 DPP zanco """"""""T"""""""" corte recto ideal para cortar aluminio grueso, PVC y plásticos en general.• Fabricadas en acero alta velocidad• Corte básico• Zanco """"""""T"""""""" compatible con otras marcas del mercadoCaracterísticas:Fáciles de cambiar y altamente resistentesSeguetas Resistentes para madera fabricadas en acero al cromo vanadioSeguetas Resistentes para metales fabricadas en acero alta velocidadUsos:Para cortar metal, PVC y otros materialesLlevamos más de 20 años con local fisico en la ciudad de Cali, contamos con los productos en stock, ofrecemos tambien retiro en persona.Quedamos atentos a responder dudas e inquitudes """
4728;"JUEGO DE 5 SEGUETAS PARA CALADORA ""U"" CORTE MADERA TRUPER";HERRAMIENTA MANUAL;"""Marca Truper, Modelo 16129, Tipo de serrucho Carpintero, Materiales de aplicación Madera, Material de la hoja Metal, Largo de la hoja 1 mm, Peso del serrucho 1 kg  CÓDIGO: 16129CLAVE: JSCA-16Ficha técnicaJuego de 16 seguetas para caladora zanco """"""""U"""""""" corte rectoSeguetas para cortes en madera fabricadas en acero al cromo vanadioSeguetas para cortes en metales, plásticos y aluminio fabricadas en acero alta velocidadZanco """"""""U"""""""" compatible con otras marcas del mercadoPara sierras caladoras modelos CALA-NX6, CALA-A5, CALA-A4 , CALA-A3 marca Truper® y CALA-P3 marca Pretul®Incluye1 Segueta para madera corte fino y curvo2 Seguetas para madera corte fino y recto3 Seguetas para madera corte grueso y recto3 Seguetas para metal corte supe fino y recto2 Seguetas para metal corte fino y recto3 Seguetas multiusos corte fino y recto1 Segueta para pared yeso y madera corte estándar y recto1 Segueta para corcho y vinil"""""""
4730;"JUEGO DE 2 SEGUETAS PARA SIERRA SABLE 6"" BIMETALICA TRUPER";HERRAMIENTA MANUAL;"""Marca DeWalt, Modelo DW4804-2, Herramientas compatibles Sierra  """"Fabricadas en EE. UU. Con materiales internacionales, estas hojas de sierra recíproca para cortar madera duran hasta un 50% más * y cuentan con una forma de diente patentada que ofrece cortes rápidos y suaves en madera limpia y madera con clavos. Su construcción bimetálica está diseñada para prolongar la vida útil de la hoja y minimizar las roturas de la hoja.Características:* Diseño de Dientes Patentado, Geometría del diente produce mayor velocidad de corte y diente reforzado para mayor durabilidad.* Matriz con mayor resistencia al calor, a la ficción y al choque, para cortes más rápidos.* Ángulo de Encastre más agresivo, el cual mantiene la velocidad de corte aumentando la vida útil.*  Hasta un 50% de vida más larga. Las formas de dientes patentadas optimizan la extracción de virutas para un corte eficiente y una vida útil prolongada. * Diseño duradero de la hoja: la construcción bimetálica ofrece flexibilidad de la hoja y un filo de larga duración.Especificaciones técnicas: » Largo: 12""""""""» Dientes x pulgada: 6x» Tipo de respaldo: en cuña» Aplicación: Corte rápido en maderaAPTAS PARA SIERRA SABLE."""""""
4729;JUEGO DE ACCESORIOS DE PISTOLA PARA PINTAR  TRUPER;PARTES Y REPUESTOS;19511
4731;RAFIA MILENIO 3 MM (1000) 1M;SOGAS Y CADENAS;
4732;"BUJE PVC SOLDADO 11/4""X1/2""";TUBERIAS Y ACCESORIOS;
4733;"BUJE PVC SOLDADO 2""X1/2""";TUBERIAS Y ACCESORIOS;
4734;"BUJE PVC SOLDADO 11/2""X1/2""";TUBERIAS Y ACCESORIOS;
4735;ABRAZADERA REF ACERO INOX AB - 104;HERRAJES Y SOPORTES;44254
4736;BOQUILLA GRIS 2K MAXI;CONSTRUCCION;
4737;LLAVE MIXTA CON RATCHET 15MM TRUPER EXP;HERRAMIENTA MANUAL;15747
4738;"ALICATE PARA ANILLOS 6"" CABEZAS INTERCAMBIABLES TRUPER";HERRAMIENTA MANUAL;17355
4739;ALICATE PUNTA PUNTA 90Ã¯Â¿Â½ PARA CERRAR ANILLOS TRUPER;HERRAMIENTA MANUAL;17362
4740;KIT CINTA LED 12V LUZ BLANCA 5M + ADAPTADOR MERCURY;ELECTRICOS;46653
4741;KIT CINTA LED 12V COLORES LUZ RGB 5M + ADAPTADOR MERCURY;ELECTRICOS;
4742;LUBRICANTE CADENAS MOTOS/BICLICLETAS 400 MERCURY;LUBRICANTES;
4743;BISAGRA OMEGA 3 X 1 LATONADA INDUMA;HERRAJES Y SOPORTES;
4744;LLANA LISA MANGO DE MADERA DTURIN;HERRAMIENTA MANUAL;
4746;SUPERMASTICK 1/4 1.4GM;;
4747;SUPERMASTICK CAJA 28k;;
4748;"DISCO DESBASTE METAL 7"" X 1/4"" X 7/8"" PREMIER";ABRASIVOS Y CONSUMIBLES;
4749;TOMA DOBLE TIPO LEVINTON NARANJA REGULADA CILES;ELECTRICOS;42987
4750;CINTA ANTIDESLIZANTE NEGRA 50MM X 6MT 3M;CONSTRUCCION;
4751;TOALLITA COLORES BORDADA;HOGAR Y COCINA;
4752;CRUCETA 10MM - 12MM - 14MM LARGA;HERRAMIENTA MANUAL;
4753;CRUCETA 9MM - 11MM - 13MM LARGA;HERRAMIENTA MANUAL;
4754;REGISTRO DUCHA MANIJA ALUVIA CORONA;GRIFERIA;
