Nombre;Referencia;Categoria;Descripcion
ROSETA ESCOLAR;2091;ELECTRICOS;
ROSETA LINTERNA;2114;ELECTRICOS;1173
ROSETA LOZA;2115;ELECTRICOS;419
ROSETA NUOVA AVE 150W;2092;ELECTRICOS;51277
ROSETA PLASTICA MERCURY;2116;ELECTRICOS;
ROSETA PORTALAMPARA CUATRO PUNTAS LOZA;1908;TUBERIAS Y ACCESORIOS;
ROSETA PORTALAMPARA DOS PIEZAS PLASTICA;1911;ELECTRICOS;
RUBBING BLANCO 1 GALON SUPER;2120;PINTURAS Y DISOLVENTES;294
RUBBING BLANCO 1/32 G SUPER;2117;PINTURAS Y DISOLVENTES;294
RUBBING BLANCO 1/4 G SUPER;2118;PINTURAS Y DISOLVENTES;294
RUBBING BLANCO 1/8 G SUPER;2119;PINTURAS Y DISOLVENTES;294
RUBBING COMPOUND SIMONIZ 200 GR;2121;LUBRICANTES;41888
RUBBING ROJO 1 GALON SUPER;2125;PINTURAS Y DISOLVENTES;296
RUBBING ROJO 1/32 G SUPER;2122;PINTURAS Y DISOLVENTES;296
RUBBING ROJO 1/4 G SUPER;2123;PINTURAS Y DISOLVENTES;296
RUBBING ROJO 1/8 G SUPER;2124;PINTURAS Y DISOLVENTES;296
"RUEDA FLAP 1"" GRANO 80 TRUPER";2126;HERRAMIENTA MANUAL;13034
"RUEDA FLAP 2"" GRANO 80 TRUPER";2127;HERRAMIENTA MANUAL;13038
"RUEDA FLAP 3"" GRANO 80 TRUPER";2128;HERRAMIENTA MANUAL;13042
ESPONJA SABRA VERDE;3612;HOGAR Y COCINA;
SEGUETA #18 NICHOLSON;2129;HERRAMIENTA MANUAL;
SEGUETA #24 NICHOLSON;2130;HERRAMIENTA MANUAL;
SEGUETA BIMETALICA 18 DPP TRUPER;2131;HERRAMIENTA MANUAL;18100
SEGUETA CALADORA EN U UNIDAD TRUPER;1376;HERRAMIENTA MANUAL;16129
SEGUETA CALADORAS EN T UNIDAD TRUPER;1374;HERRAMIENTA MANUAL;16705
SEGUETA ECONOMICA AZUL;3508;PEGANTES;
SEGUETA ECONOMICA NARANJA;2132;HERRAMIENTA MANUAL;
SELLADOR DE POLIURETANO GRIS 300ML AFIX;2133;PEGANTES;45687
SILICONA EN TUBO TRANPARENTE ANTIHONGO 280 ML SISTA;2134;PEGANTES;98005
SELLADOR NITRO EXPERTO 1 GALON SUPER;2139;PINTURAS Y DISOLVENTES;125
SELLADOR NITRO EXPERTO 1/2 G SUPER;2135;PINTURAS Y DISOLVENTES;125
SELLADOR NITRO EXPERTO 1/32 G SUPER;2136;PINTURAS Y DISOLVENTES;125
SELLADOR NITRO EXPERTO 1/4 G SUPER;2137;PINTURAS Y DISOLVENTES;125
SELLADOR NITRO EXPERTO 1/8 G SUPER;2138;PINTURAS Y DISOLVENTES;125
SELLADOR TRANSPARENTE 85 GR TRUPER;3428;PEGANTES;18567
AGUASTOP SELLO LENGUETA ADVANCED BCA GRIVAL;2140;GRIFERIA;44333
AGUASTOP' SELLO LENGUETA CORRIENTE GRIVAL;2141;GRIFERIA;
SEMICODO CPVC 1/2;2142;TUBERIAS Y ACCESORIOS;904
"SEMICODO PRESION 45ï¿½ 1""";2148;TUBERIAS Y ACCESORIOS;2945
"SEMICODO PRESION 45ï¿½ 1/2""";2143;TUBERIAS Y ACCESORIOS;2902
"SEMICODO PRESION 45ï¿½ 11/2""";2144;TUBERIAS Y ACCESORIOS;2961
"SEMICODO PRESION 45ï¿½ 11/4""";2145;TUBERIAS Y ACCESORIOS;2953
"SEMICODO PRESION 45ï¿½ 2""";2146;TUBERIAS Y ACCESORIOS;2970
"SEMICODO PRESION 45ï¿½ 3/4""";2147;TUBERIAS Y ACCESORIOS;2929
"SEMICODO SANITARIO CXC 11/2""";2149;TUBERIAS Y ACCESORIOS;1117
"SEMICODO SANITARIO CXC 2""";2150;TUBERIAS Y ACCESORIOS;1119
"SEMICODO SANITARIO CXC 3""";2151;TUBERIAS Y ACCESORIOS;1121
"SEMICODO SANITARIO CXC 4""";2152;TUBERIAS Y ACCESORIOS;1122
"SEMICODO SANITARIO CXE 11/2""";2153;TUBERIAS Y ACCESORIOS;1118
"SEMICODO SANITARIO CXE 2""";2154;TUBERIAS Y ACCESORIOS;1120
"SEMICODO SANITARIO CXE 3""";2155;TUBERIAS Y ACCESORIOS;1123
"SEMICODO SANITARIO CXE 4""";2156;TUBERIAS Y ACCESORIOS;
"SERRUCHO 16"" PRETUL";2157;HERRAMIENTA MANUAL;22930
"SERRUCHO 20"" PRETUL";2158;HERRAMIENTA MANUAL;22932
SERRUCHO PARA CUADRO;2159;HERRAJES Y SOPORTES;
"SERRUCHO PARA DRYWALL 6"" PRETUL";2160;HERRAMIENTA MANUAL;22934
"SERRUCHO TIPO MARQUETERO 10"" TRUPER";3690;HERRAMIENTA MANUAL;18164
JUEGO SET DE HERRAMIENTAS 51 PIEZAS PRETUL;2161;HERRAMIENTA MANUAL;24219
SET DUCHA PLASTICA ABS BOCHERINI;2162;GRIFERIA;1184-08
JUEGO DE 12 HERRAMIENTAS KALLEY;3371;HERRAMIENTA MANUAL;49151
JUEGO DE 17 HERRAMIENTAS KALLEY;3369;HERRAMIENTA MANUAL;49150
JUEGO DE 21 HERRAMIENTAS KALLEY;3370;HERRAMIENTA MANUAL;49156
SHAMPOO CON CERA SIMONIZ 600ML;2163;LUBRICANTES;41894
SIERRA CALADORA PRETUL;2164;HERRAMIENTA MANUAL;24047
"SIERRA COPA BIMETALICA 1 1/2"" MANDRIL 7/16 TRUPER";2166;ABRASIVOS Y CONSUMIBLES;18094
"SIERRA COPA BIMETALICA 1"" MANDRIL 3/8 TRUPER";2165;ABRASIVOS Y CONSUMIBLES;18088
"SIFA SANITARIO 11/2"" TIGRE";2167;TUBERIAS Y ACCESORIOS;2012
"SIFA SANITARIO 2""";2169;TUBERIAS Y ACCESORIOS;1125
"SIFA SANITARIO 2"" TIGRE";2168;TUBERIAS Y ACCESORIOS;1474
"SIFA SANITARIO 3""";2170;TUBERIAS Y ACCESORIOS;1126
"SIFA SANITARIO 4""";2171;TUBERIAS Y ACCESORIOS;1127
SIFON 1 SALIDA BOCCHERINI LINEA ECO;3411;GRIFERIA;100137318
SIFON FLEXIBLE 1 SALIDA PESADO BOCHERINI;2172;GRIFERIA;F6101-1
SIFON FLEXIBLE 2 SALIDAS PESADO BOCCHERINI;2173;GRIFERIA;F6102-1
SIFON BOTELLA GRIVAL;2174;GRIFERIA;56970
SIFON EN P GRIVAL;2175;GRIFERIA;56895
SIFON EN P LAVAPLATOS PLAST GRIFOS;2176;GRIFERIA;
SIFON FLEXIBLE CROMADO;2177;GRIFERIA;
SIFON FLEXIBLE GRIVAL;2178;GRIFERIA;93548
SIFON LAVAMANOS DE LUJO RIOPLAST;2179;GRIFERIA;1584
SIFON LAVAMANOS PLASTGRIFOS;2180;GRIFERIA;2461
SIKA 1 ADITIVO IMPERMEABILIZANTE 1 K;2182;CONSTRUCCION;10058
SIKA MORTERO IMPERMEABLE BLANCO 2k;2183;CONSTRUCCION;26001
SIKA MORTERO IMPERMEABLE GRIS 2K;2184;CONSTRUCCION;26002
SIKA MULTISEAL 10 CM X 10MT ALUMINIO;2185;CONSTRUCCION;19301
SIKA MULTISEAL 10 CM X 1MT ALUMINIO;2186;CONSTRUCCION;19301M
SIKA SANISIL TRANSPARENTE CARTUCHO 300 ML;2187;PEGANTES;2196
SIKAFLEX 1A BLANCO PLUS ICURE X 300;2189;PEGANTES;19601 20%
SIKAFLEX 1A GRIS PLUS ICURE X 300;2190;PEGANTES;196 30%
SIKAFLEX 1A NEGRO PLUS ICURE X 300;2191;PEGANTES;196 - 30%
SIKAFLEX 221 BLANCO X 300ML;2192;PEGANTES;9601 - 20%
SIKAFLEX 221 NEGRO X 300ML;2188;PEGANTES;9603 - 20%
SIKAFLEX CONSTRUCCION BLANCO 300 ML;2193;PEGANTES;49601
SIKAFLEX UNIVERSAL BLANCO X300 ML;3181;PEGANTES;39601
SIKAFLEX UNIVERSAL GRIS X300 ML;2194;PEGANTES;39601
SIKASIL UNIVERSAL TRANSPARENTE 280 ML SIKA;2195;PEGANTES;6096 - 20%
SILICONA SUPERFLEX NEGRA 50ML LOCTITE;3673;PEGANTES;
SILICONA ALTA TEMPERATURA NEGRO 85G TRUPER;2196;PEGANTES;17567
SILICONA ALTA TEMPERATURA ROJO 85 G TRUPER;2197;PEGANTES;17566
SILICONA BLANCA BAï¿½O/COCINA 85 G TRUPER;2199;PEGANTES;18567
SILICONA EMULSIONADA 240 CC CRC;3379;LUBRICANTES;81182
SILICONA EMULSIONADA 250 ML FORTE;2201;LUBRICANTES;41897
SILICONA EMULSIONADA 250 MLGRANEL;2200;ASEO;
SILICONA EMULSIONADA 500 ML GRANEL;2203;ASEO;
SILICONA EMULSIONADA GALON GRANEL;2204;ASEO;
SILICONA EMULSIONADA LITRO GRANEL;2205;ASEO;
SILICONA EN BARRA DELGADA;2206;PEGANTES;
SILICONA EN BARRA GRUESA;2207;PEGANTES;
SILICONA EN TUBO BLANCA X 300ML;2208;PEGANTES;
SILICONA EN TUBO NEGRA X 300ML;2209;PEGANTES;
SILICONA EN TUBO TRANSPARENTE X300 ML KAUDAL;2215;PEGANTES;
SILICONA GRIS AUTOMOTRIZ ALTA Tï¿½ 70 ML LOCTITE;3260;PEGANTES;
SILICONA GRIS AUTOMOTRIZ ALTA Tï¿½ 50 ML SINTESOLDA;2218;PEGANTES;3380
SILICONA GRIS AUTOMOTRIZ ALTA Tï¿½ 50ML UDUKE;3486;PINTURAS Y DISOLVENTES;145
SILICONA HEAVY DUTY CRC 235 ML;3364;LUBRICANTES;81166
SILICONA LIQUIDA MULTIUSO TESA 250ML;3669;PEGANTES;13191
SILICONA LIQUIDA MULTIUSO TESA 30ML;3667;PEGANTES;13788
SILICONA LIQUIDA MULTIUSO TESA 60ML;3668;PEGANTES;13788
SILICONA MULTIPROPOSITO 250 ML TESA;2210;PEGANTES;13791
SILICONA MULTIPROPOSITO 30 ML TESA;2211;PEGANTES;13788
SILICONA MULTIPROPOSITO 60 ML TESA;2212;PEGANTES;13789
SILICONA TRANSPARENTE 28 G SINTECO;2214;PEGANTES;29879
SILICONA TRANSPARENTE 50 ML SISTA HENKEL;2216;PEGANTES;43870
SILICONA TRANSPARENTE BAï¿½O/COCINA 280 ML TRUPER;2213;PEGANTES;18565
SILICONA TRANSPARENTE BAï¿½O/COCINA 85 G TRUPER;2198;PEGANTES;18568
SILICONA ULTRA RAPIDA SPRAY AROMAS;2219;LUBRICANTES;
SINTESOLDA 10 MINUTOS;3232;PEGANTES;1184-07
SINTESOLDA 24 HORAS;3233;PEGANTES;TSIL112C
PORTALAMPARA SOCKET GU 10 HALOGENO;2221;ELECTRICOS;50039
SOGA CLASICA 8MM POLIPROPILENO 1MT;2222;SOGAS Y CADENAS;1962
SOGA MARINA AZUL 10MM;2223;SOGAS Y CADENAS;10397753
SOGA TODO TERRENO 13MM X 1MT (200MT);2224;SOGAS Y CADENAS;1430
SOKET BI PIN HALOGENO;2225;ELECTRICOS;196
SOLDADUA PVC TANGIT SANITARIO 125ML;2226;PEGANTES;62202
SOLDADURA 1/2-1/2 TUBERIA BAJA PRES MT;2227;ELECTRICOS;12283
SOLDADURA 1/2-1/2 TUBERIA BAJA PRES ROLLO;2228;ELECTRICOS;12283
SOLDADURA 6013 1/8 1 K WEST ARCO;2230;ABRASIVOS Y CONSUMIBLES;10240650 - 40%
SOLDADURA 6013 1/8 1 V WEST ARCO;2231;ABRASIVOS Y CONSUMIBLES;10240650
SOLDADURA 6013 1/8 5 K WEST ARCO;2232;ABRASIVOS Y CONSUMIBLES;10240650
SOLDADURA 6013 3/32 1 K WEST ARCO;2233;ABRASIVOS Y CONSUMIBLES;
SOLDADURA 6013 3/32 1 V WEST ARCO;2234;ABRASIVOS Y CONSUMIBLES;
SOLDADURA 6013 3/32 1/2 K WEST ARCO;2235;ABRASIVOS Y CONSUMIBLES;
SOLDADURA 6013 3/32 5K WEST ARCO;2236;ABRASIVOS Y CONSUMIBLES;
SOLDADURA ALUMINIO 1/8 1 K 72V  WEST ARCO;2237;ABRASIVOS Y CONSUMIBLES;
SOLDADURA ALUMINIO 1/8 1 V  WEST ARCO;2238;ABRASIVOS Y CONSUMIBLES;
SOLDADURA CPVC 28 GR 1/128 GAL PAVCO;2240;PEGANTES;11738
SOLDADURA DE ESTAï¿½O 3MM TRUPER 1MT;2241;ELECTRICOS;
SOLDADURA DE ESTAï¿½O 3MM TRUPER X 1MT;2242;ELECTRICOS;14365  Resistencia a alta presiï¿½n y temperaturaPara instalaciones hidrï¿½ulicas y plomerï¿½a en general, tuberï¿½as de cobre y hojas de metal.
SOLDADURA DE ESTAï¿½O BOLSITA;2243;ELECTRICOS;
SOLDADURA DE ESTAï¿½O TUBO;2244;ELECTRICOS;
"SOLDADURA ELECTRICA 6011 1/8"" 1K TRUPER";2245;ABRASIVOS Y CONSUMIBLES;15460
"SOLDADURA ELECTRICA 6011 1/8"" 1V TRUPER";2246;ABRASIVOS Y CONSUMIBLES;15460
"SOLDADURA ELECTRICA 6011 1/8"" 5K TRUPER";2247;ABRASIVOS Y CONSUMIBLES;15460
"SOLDADURA ELECTRICA 6013 1/8"" 1V TRUPER";2249;ABRASIVOS Y CONSUMIBLES;14361
"SOLDADURA ELECTRICA 6013 1/8"" 5K TRUPER";2250;ABRASIVOS Y CONSUMIBLES;14361
"SOLDADURA ELECTRICA 6013 3/32"" 1V TRUPER";2252;ABRASIVOS Y CONSUMIBLES;14360
"SOLDADURA ELECTRICA 6013 3/32"" 5K TRUPER";2253;ABRASIVOS Y CONSUMIBLES;14360
"SOLDADURA ELECTRICA 7018 1/8"" 1K TRUPER";2254;ABRASIVOS Y CONSUMIBLES;14363
"SOLDADURA ELECTRICA 7018 1/8"" 1V TRUPER";2255;ABRASIVOS Y CONSUMIBLES;14363
"SOLDADURA ELECTRICA 7018 1/8"" 5K TRUPER";2256;ABRASIVOS Y CONSUMIBLES;14363
SOLDADURA INOX 308 L 1/8 1 K 29V WEST ARCO;3406;ABRASIVOS Y CONSUMIBLES;10240676
SOLDADURA INOX 308 L 1/8 1 V WEST ARCO;3407;ABRASIVOS Y CONSUMIBLES;10240676
SOLDADURA INOX 308 L 3/32 1 V WEST ARCO;2258;ABRASIVOS Y CONSUMIBLES;10240679
SOLDADURA INOX 308 L 3/32 32 V 1K WEST ARCO;2257;ABRASIVOS Y CONSUMIBLES;10240679
SOLDADURA NIQUEL 100 1/8 1 K 32V WEST ARCO;2259;ABRASIVOS Y CONSUMIBLES;10240617
SOLDADURA NIQUEL 100 1/8 1 V  50410 WEST ARCO;2260;ABRASIVOS Y CONSUMIBLES;10240617
SOLDADURA PVC 1/128 GERFOR;2261;PEGANTES;22013
SOLDADURA PVC 1/16 ENAR;2262;PEGANTES;2117
SOLDADURA PVC 1/32 ENAR;2263;PEGANTES;1979
SOLDADURA PVC 1/4 ENAR;2264;PEGANTES;2405
SOLDADURA PVC 1/64 ENAR;2265;PEGANTES;1946
SOLDADURA PVC 1/8 ENAR;2266;PEGANTES;2148
SOLDADURA PVC 112 GR 1/32 PAVCO;2267;PEGANTES;11752
SOLDADURA PVC 28 GR 1/128 PAVCO;2268;PEGANTES;11749
SOLDADURA PVC 225 GR 1/16 PAVCO;2269;PEGANTES;11753
SOLDADURA PVC 450 GR 1/8 PAVCO;2270;PEGANTES;11759
SOLDADURA PVC 56 GR 1/64 PAVCO;2271;PEGANTES;11757
SOLDADURA S7018 1/8 1 K WEST ARCO;2273;ABRASIVOS Y CONSUMIBLES;10240654
SOLDADURA S7018 1/8 1 V WEST ARCO;2275;ABRASIVOS Y CONSUMIBLES;10240654
SOLDADURA S7018 1/8 1/2 K WEST ARCO;2274;ABRASIVOS Y CONSUMIBLES;10240654
SOLDADURA S7018 1/8 5 K WEST ARCO;2276;ABRASIVOS Y CONSUMIBLES;10240654
SOLUCION DE CAUCHO 375ML PEGAUCHO;2277;PEGANTES;2899
SONDA 1/8 X 15MT;2278;HERRAMIENTA MANUAL;2038
SONDA DE NYLON CABLEAR 10 MT TRUPER;2279;GRIFERIA;17755
SONDA MANUAL 4.5MTS PRETUL;3689;HERRAMIENTA MANUAL;22880
SOPORTE BOLILLERO METALICO PAR;263;HERRAJES Y SOPORTES;
SOPORTE BOLILLERO PLASTICO BLANCO UNIDAD;2280;HERRAJES Y SOPORTES;
SOPORTE BOLILLERO PLASTICO CAFE UNIDAD;2281;HERRAJES Y SOPORTES;
SOPORTE CORTINA DOBLE PARED DORADO;2282;HERRAJES Y SOPORTES;
SOPORTE CORTINA DOBLE PARED PLATEADO;2283;HERRAJES Y SOPORTES;
SOPORTE CORTINA METAL PARED DORADO;2284;HERRAJES Y SOPORTES;
SOPORTE CORTINA METAL PARED PLATEADO;2285;HERRAJES Y SOPORTES;
SOPORTE CORTINA METAL TECHO DORADO;2286;HERRAJES Y SOPORTES;
SOPORTE CORTINA METAL TECHO PLATEADO;2287;HERRAJES Y SOPORTES;
"SOPORTE CORTINA PLASTICO DORADO 1""";2288;HERRAJES Y SOPORTES;6936
"SOPORTE CORTINA PLASTICO DORADO 3/4""";2289;HERRAJES Y SOPORTES;6933
"SOPORTE CORTINA PLASTICO DORADO 5/8""";2290;HERRAJES Y SOPORTES;6926
"SOPORTE CORTINA PLASTICO PLATEADO 1/2""";2291;HERRAJES Y SOPORTES;6931
SOPORTE ENTEPAï¿½O METALICO;2292;HERRAJES Y SOPORTES;
SOPORTE ESPEJO METALICO;1897;HERRAJES Y SOPORTES;
SOPORTE NO MAS HUECOS;2293;HERRAJES Y SOPORTES;
SOPORTE PAPELERA RIOPLAST;2294;GRIFERIA;12041
SOPORTE PARA BIBLIOTECA SB20 F;2295;HERRAJES Y SOPORTES;
"SOPORTE BASE PARA TV X3 MOVIL HDL 14""-55"" HDL CAJA CAFE";2296;HOGAR Y COCINA;46094
"SOPORTE  BASE PARA TV FIJO 14""-42"" CAJA VERDE";2297;HOGAR Y COCINA;46093
SOPORTE BIBLIOTECA CAFE Y BLANCO;2298;HERRAJES Y SOPORTES;
SORDINA DE SOBREPONER VERA;2300;ELECTRICOS;233619
SOSCO EXTENSION LAVAPLATOS;2302;GRIFERIA;4065
SPLINTER 2 VIAS ECO;2303;ELECTRICOS;
SPLINTER 2 VIAS NIPON;2304;ELECTRICOS;
SPLINTER 3 VIAS ECO;2305;ELECTRICOS;
SPLINTER 3 VIAS NIPON;2306;ELECTRICOS;
SPLINTER 4 VIAS ECO;2307;ELECTRICOS;
SPLINTER 4 VIAS NIPON;2308;ELECTRICOS;
STRETCH 15 CM 0.45X305 MT CODIPLAX;2309;HOGAR Y COCINA;10388964
STRETCH 30 CM 0.45X305 MT CODIPLAX;2310;HOGAR Y COCINA;10388965
SUAVIZANTE SOFLAN 500 ML GRANEL;2311;ASEO;
SUAVIZANTE SOFLAN GALON GRANEL;2312;ASEO;
SUAVIZANTE SOFLAN LITRO GRANEL;2313;ASEO;
SUELDA TODO BLANCO 40 GR PEQ;2314;PEGANTES;
SUPER BONDER AD FLEXGEL 3G LOCTITE;2316;PEGANTES;9503
SUPER GLUE INSTANTANEO TAURUS ECO;2317;PEGANTES;
SUPER VERDE;3038;PEGANTES;
SUPERMASTICK BALDE;2318;CONSTRUCCION;FSB 30%
SUPERMASTICK CANECA 28k;2319;CONSTRUCCION;FSC5 30%
SUPERMASTICK GALON;2320;CONSTRUCCION;FSG1 40%
SUPERPEGA INSTANTANEO 20G;2321;PEGANTES;
SUPLEMENTO GALVANIZADO INDUMA;2322;ELECTRICOS;1595
SUPLEMENTO PLASTICO INDUMA;2323;ELECTRICOS;924
SWITCHE CODILLO DOS TORNILLOS;2325;ELECTRICOS;50013
SWITCHE CODILLO TRES TORNILLOS;2324;ELECTRICOS;68
SWITSHE PEQUEï¿½O;3672;ELECTRICOS;
TABACO ANTENA;2326;ELECTRICOS;
TABLA MADEFLEX 21X28;3671;HOGAR Y COCINA;
TABLA MDF 21X28;3670;HOGAR Y COCINA;
TABLERO MONO 2 CIRCUITOS AVE;2327;ELECTRICOS;17332
TABLERO MONO 3 CIRCUITOS AVE;2328;ELECTRICOS;35882
TABLERO MONO 4 CIRCUITOS;2329;ELECTRICOS;35004 40%
TACHUELA TAPICERA 1/2 CAJA;2331CA;HERRAJES Y SOPORTES;90035
TACHUELA TAPICERA 1/2 1 DOC;2331D;HERRAJES Y SOPORTES;90035
TACHUELA TAPICERA 3/4 CAJA;2333CA;HERRAJES Y SOPORTES;90126
TACHUELA TAPICERA 3/4 1 DOC;2333D;HERRAJES Y SOPORTES;90126
TACHUELA TAPICERA 5/8 CAJA;2335CA;HERRAJES Y SOPORTES;90092
TACHUELA TAPICERA 5/8 DOC;2335D;HERRAJES Y SOPORTES;90092
TACHUELA TAPICERA 9/16 CAJA;2337CA;HERRAJES Y SOPORTES;90068
TACHUELA TAPICERA 9/16 DOC;2337D;HERRAJES Y SOPORTES;90068
TACO BREAKER 20 AMP LUMINEX;2338;ELECTRICOS;33291
TACO BREAKER 40 AMP LUMINEX;2339;ELECTRICOS;33292
TACO BREAKER 50 AMP LUMINEX;2340;ELECTRICOS;33293
TACO BREAKER 1P 20A CILLES;2341;ELECTRICOS;42460
TACO BREAKER 1P 32A CILLES;2342;ELECTRICOS;42459
TACO BREAKER 1P 40A CILLES;2343;ELECTRICOS;42460
TACO BREAKER 1P 50A CILLES;2344;ELECTRICOS;42460
TALADRO 1/2 VV REV DWD024 DEWALT;2345;HERRAMIENTA ELECTRICA;10240882
TALADRO 3/8 PROFESIONAL 380W TRUPER;3215;HERRAMIENTA ELECTRICA;16736
TALADRO PERCUTOR 1/2 LIV PRETUL;2346;HERRAMIENTA ELECTRICA;24058
"TALADRO PERCUTOR 1/2"" PRO 600W TRUPER";2347;HERRAMIENTA ELECTRICA;15679
TALADRO PERCUTOR ELECTRO NEUMATICO INDUSTRIAL TRUPER;2348;HERRAMIENTA ELECTRICA;16762
"TALADRO PERCUTOR INDUSTRIAL 1/2"" 900 W TRUPER";2349;HERRAMIENTA ELECTRICA;19324Motor de 900 W, montado sobre baleros de bolas para mayor vida ï¿½til y mejor desempeï¿½o.Caja de aluminio, doble engranaje con 2 velocidades mecï¿½nicas para alta resistencia de uso.Selector de funciï¿½n taladro o rotomartillo, con velocidad variable reversible.Mango auxiliar antiderrapante con giro de 360
TAPA CIEGA 2400 GALVANIZADA 4X4;2350;ELECTRICOS;
TAPA CIEGA 2400 PLASTICA 4X4;2351;ELECTRICOS;
TAPA CIEGA 5800 GALVANIZADA;2352;ELECTRICOS;
TAPA CIEGA 5800 PLASTICA;2353;ELECTRICOS;
"TAPA DE PRUEBA 11/2""";2354;TUBERIAS Y ACCESORIOS;1129
"TAPA DE PRUEBA 2""";2355;TUBERIAS Y ACCESORIOS;1130
"TAPA DE PRUEBA 3""";2356;TUBERIAS Y ACCESORIOS;1131
"TAPA DE PRUEBA 4""";2357;TUBERIAS Y ACCESORIOS;1132
TAPA HUECO CROMADO PAR;2358;GRIFERIA;
TAPA HUECOS UND;1316;ABRASIVOS Y CONSUMIBLES;
TAPA LICUADORA OSTER;2359;HOGAR Y COCINA;
TAPA LICUADORA SAMURAI;2360;HOGAR Y COCINA;
TAPA OIDOS COPA;2361;DOTACION INDUSTRIAL;
TAPA REGISTRO 15X15 RIOPLAST;2362;GRIFERIA;12102
TAPA REGISTRO 20X20 RIOPAST;2363;GRIFERIA;910
TAPA ROSETA GALVANIZADA;2364;ELECTRICOS;
TAPA ROSETA PLASTICA;2365;ELECTRICOS;
TAPABOCA ANTIFLUIDO LAVABLE MEDIA LUNA;2366;DOTACION INDUSTRIAL;43463
TAPABOCAS QUIRURGICO AZUL UND;3175;ELECTRICOS;
TAPABOCAS INDUSTRIAL;2367;DOTACION INDUSTRIAL;
TAPAOIDOS COPA;2368;DOTACION INDUSTRIAL;1922
TAPATORNILLO ADHESIVO UN;2369;HERRAJES Y SOPORTES;
TAPATORNILLO BLANCO Y CAFE;2370;HERRAJES Y SOPORTES;
"TAPON MACHO BRONCE 1/2""";2371;PARTES Y REPUESTOS;
"TAPON MACHO BRONCE 1/4""";2372;PARTES Y REPUESTOS;
"TAPON MACHO BRONCE 3/8""";2373;PARTES Y REPUESTOS;
"TAPON COPA GALVANIZADO 1/2""";2374;TUBERIAS Y ACCESORIOS;20602
"TAPON COPA GALVANIZADO 3/4""";2375;TUBERIAS Y ACCESORIOS;20603
"TAPON COPA GALVANIZADO 3/8""";2376;TUBERIAS Y ACCESORIOS;20601
"TAPON MACHO GALVANIZADO 1/2""";2377;TUBERIAS Y ACCESORIOS;20102
"TAPON MACHO PVC ROSCA 1/2""";2378;TUBERIAS Y ACCESORIOS;1850
TAPON DE OIDO ESPUMA POLIURETANO TRUPER;2379;DOTACION INDUSTRIAL;14223
"TAPON HEMBRA ROSCADO PVC 11/2""";2381;TUBERIAS Y ACCESORIOS;
"TAPON HEMBRA ROSCADO PVC 1""";2382;TUBERIAS Y ACCESORIOS;853
"TAPON HEMBRA ROSCADO PVC 1/2""";2383;TUBERIAS Y ACCESORIOS;837
"TAPON HEMBRA ROSCADO PVC 11/4""";2384;TUBERIAS Y ACCESORIOS;
"TAPON HEMBRA ROSCADO PVC 2""";2385;TUBERIAS Y ACCESORIOS;
"TAPON HEMBRA ROSCADO PVC 3/4""";2386;TUBERIAS Y ACCESORIOS;845
TAPON HEMBRA LISO CPVC 1/2;2387;TUBERIAS Y ACCESORIOS;
"TAPON HEMBRA LISO PVC 1""";2388;TUBERIAS Y ACCESORIOS;2759
"TAPON HEMBRA LISO PVC 1/2""";2389;TUBERIAS Y ACCESORIOS;2716
"TAPON HEMBRA LISO PVC 11/4""";2390;TUBERIAS Y ACCESORIOS;2767
"TAPON HEMBRA LISO PVC 2""";2391;TUBERIAS Y ACCESORIOS;2783
"TAPON HEMBRA LISO PVC 3/4""";2392;TUBERIAS Y ACCESORIOS;2732
"TAPON HEMBRA LISO PVC 11/2""";2393;TUBERIAS Y ACCESORIOS;2775
TARUGO MADERA 8MM;2394;HERRAJES Y SOPORTES;
DESTORNILLADOR TATAMACO EN JUEGO SEGURITY;3534;HERRAMIENTA MANUAL;
TEE ELECTRICA BLANCA;3685;HERRAMIENTA MANUAL;
TEE MANGUERA METALICA 1/2;2395;PARTES Y REPUESTOS;
TEE MANGUERA METALICA 1/4;2396;PARTES Y REPUESTOS;
TEE MANGUERA METALICA 3/8;2397;PARTES Y REPUESTOS;
"TEE GALVANIZADA 1/2""";2398;TUBERIAS Y ACCESORIOS;20802
TEE COAXIAL PARA ANTENA;2400;ELECTRICOS;438
TEE ELECRICA AEREA PARA EXTENSION 15A KONTIKI;2399;ELECTRICOS;FC21
TEE ELECRICA NEGRA FALSO POLO A TIERRA;3616;ELECTRICOS;
TEE ELECTRICA 15 AMP KONTIKI;2403;ELECTRICOS;FC20
TEE ELECTRICA CON POLO BLISTER;2401;ELECTRICOS;2493
TEE ELECTRICA CON POLO NARANJA CAUCHO;2402;ELECTRICOS;33347
TEE MANGUERA POLIETILENO 1/2;2404;TUBERIAS Y ACCESORIOS;33445
"TEE PVC 1""";2405;TUBERIAS Y ACCESORIOS;3550
"TEE PVC 1/2""";2406;TUBERIAS Y ACCESORIOS;3500
"TEE PVC 11/2""";2407;TUBERIAS Y ACCESORIOS;3585
"TEE PVC 11/4""";2408;TUBERIAS Y ACCESORIOS;3577
"TEE PVC 2""";2409;TUBERIAS Y ACCESORIOS;3615
"TEE PVC 3/4""";2410;TUBERIAS Y ACCESORIOS;3526
"TEE ROSCA PVC 1/2""";2411;TUBERIAS Y ACCESORIOS;3518
