Nombre;Referencia;Categoria;Descripcion
"EXTENSION PARA RACHET 3"" MANDO 3/8 TRUPER";4275;HERRAMIENTA MANUAL;13663
"EXTENSION PARA RACHET 6"" MANDO 3/8 TRUPER";4276;HERRAMIENTA MANUAL;13916
VASTAGO PARA GRIFERIA YW008-YW009 BOCHERINI;4277;GRIFERIA;YW010
VASTAGO PARA REGISTRO DE DUCHA BOCHERINI;4278;GRIFERIA;FA12094
VASTAGO PARA LLAVE REF AG-S8003 DERECHO BOCHERINI;4279;GRIFERIA;V-AG-S8003O
VASTAGO DUCHA  GRIVAL;  4279;;18350
VASTAGO DUCHA GRIVAL;4280;GRIFERIA;43331
VASTAGO CARTUCHO CERAMICO IZQUIERDO LARGO GRIVAL;4281;GRIFERIA;13331
AMARRE PLASTICO BLANCO 4.8 X 30cm FORTE PAQ;3366P;SOGAS Y CADENAS;16057
GASTOP FUERZA ALTA 10G UNIFIX;4283;PEGANTES;
"NIPLE GALVANIZADO KAUDAL 3/4X6""";4284;TUBERIAS Y ACCESORIOS;
"NIPLE GALVANIZADO KAUDAL 3/4X1""";4285;TUBERIAS Y ACCESORIOS;
PINCEL N 1 PLANO;4286;PINTURAS Y DISOLVENTES;
PINCEL N 2 PLANO;4287;PINTURAS Y DISOLVENTES;
DISCO CORTE SIERRA 41/2 UNITEC;4288;ABRASIVOS Y CONSUMIBLES;
GALON ENVASE RECICLADO;4290;HOGAR Y COCINA;
"ADAPTADOR RATCHET 3/8"" X 1/2""";4289;HERRAMIENTA MANUAL;13420
"TEE CPVC 1/2""";4291;TUBERIAS Y ACCESORIOS;
"TUBO CPVC 3/4"" X 1 MT PAVCO";4292;TUBERIAS Y ACCESORIOS;
"TAPON HEMBRA LISO CPVC 3/4""";4293;TUBERIAS Y ACCESORIOS;
CUCHILLA PARA BISTURI 25 MM 10 PIEZAS TRUPER;4294;HERRAMIENTA MANUAL;17903
VALVULA BOLA BRONCE 1/4;4295;GRIFERIA;
TOMA INDUSTRIAL 15 AMP CODELCA;4296;ELECTRICOS;
BISTURI 25 MM REFORZADO PLASTICO CON ALMA METALICA TRUPER;4297;HERRAMIENTA MANUAL;17904
CUCHILLA PARA BISTURI SK4 5 PIEZAS TRUPER;4298;HERRAMIENTA MANUAL;16953
"NAVAJA RETRACTIL 6"" CUERPO DE ALUMINIO PRETUL";4299;HERRAMIENTA MANUAL;22400
"CINTA ENMASCARAR 2"" X 50M TRUPER";4300;PEGANTES;12593
CLAVIJA INDUSTRIAL 15A P/TIERRA CODELCA;4301;ELECTRICOS;
JUEGO DE LLAVES BRISTOL EXTRALARGAS METRICAS 7 PIEZAS TRUPER;4302;HERRAMIENTA MANUAL;15548
"ADAPTADOR HEMBRA CPVC 3/4""";4303;HERRAMIENTA MANUAL;
"ADAPTADOR MACHO CPVC 3/4""";4304;GRIFERIA;
REGISTRO DUCHA BALTA GRIVAL;4305;GRIFERIA;70419
BOMBA EXTRACTORA DE LIQUIDOS;4307;HERRAMIENTA MANUAL;16853
"GRATA COPA 4"" ALAMBRE ONDULADO MULTI-ROSCA TRUPER";4306;ABRASIVOS Y CONSUMIBLES;100858
"DISCO VELCRO 4 1/2"" N600";4308;ABRASIVOS Y CONSUMIBLES;60
VIDRIO PARA CARETA NO 10;4309;ABRASIVOS Y CONSUMIBLES;
CANDADO 20MM LATON GATO;4310;CERRAJERIA Y SEGURIDAD;
TOMA AEREA INDUSTRIAL TRIFASICA 50A KONTIKI;4311;ELECTRICOS;43946
TEE ELECTRICA 15A ESCULIZABLE BLANCA MERCURY;4312;ELECTRICOS;45398
"LIJA RED 9""X11"" #1200 PREMIER";4313;ABRASIVOS Y CONSUMIBLES;
"LIJA RED 9""X11"" #1500 PREMIER";4314;ABRASIVOS Y CONSUMIBLES;16
CEPILLO PARA BETUNAR GRANDE N 6;4316;HERRAMIENTA MANUAL;
CLAVIJA INDUSTRIAL 15A CODELCA;4317;ELECTRICOS;
PULPO 1MT;4318;SOGAS Y CADENAS;
DUPLICADO LLAVE 1500 COLOR;4319;CERRAJERIA Y SEGURIDAD;
ANTENA TDT 1MT;4320;ELECTRICOS;
CANDADO LAMINADO RECUBIERTO 40 MM HERMEX;4321;CERRAJERIA Y SEGURIDAD;43367
DUCHA CALENTADOR AUTOMATICA TRADICIONAL 120V KONTIKI;4322;ELECTRICOS;
MASILLA POLIESTER EXTRA  1/8 SUPER;4326;PINTURAS Y DISOLVENTES;
EMPAQUE CONICO ARBOL ENTRADA;4325;GRIFERIA;
"TORNILLO CARRIAJE RO ZINC 5/16X1/2""UN";4323;TORNILLERIA;
ESMALTE EXPERTO VERDE ESMERALDA 1 GALON SUPER;4327;PINTURAS Y DISOLVENTES;
ESMALTE EXPERTO VERDE ESMERALDA 1/2 G SUPER;4328;PINTURAS Y DISOLVENTES;
ESMALTE EXPERTO VERDE ESMERALDA  1/4 G SUPER;4329;PINTURAS Y DISOLVENTES;
ESMALTE VERDE ESMERALDA EXPERTO 1/8 G SUPER;4330;PINTURAS Y DISOLVENTES;
ESMALTE VERDE ESMERALDA EXPERTO 1/32 G SUPER;4331;PINTURAS Y DISOLVENTES;
"CAJA PARA HERRAMIENTA 13"" CON COMPARTIMIENTOS PRETUL";4332;HERRAMIENTA MANUAL;20602
"CAJA PARA HERRAMIENTA 16"" CON COMPARTIMIENTOS PRETUL";4333;HERRAMIENTA MANUAL;20603
BOMBILLO LED 9W E27 LUZ BLANCA MERCURY;4334;ELECTRICOS;46648
RODACHINA COLGANTE 2 RUEDAS METALICA FUERTE UNIDAD;4335;HERRAJES Y SOPORTES;
EMPAQUE ADAPTADOR DE 1/2;4324;GRIFERIA;
"TERMINAL HEMBRA MACHO 250 1/4"" CABLE 12-10 AWG AMARILLA MAX 27A";4336;ELECTRICOS;
TERMINAL EMPALME TOPE PARA CABLE 22-16 AWG, CON AISLANTE ROJO MAX 48A;4337;ELECTRICOS;
CAPUCHON CON RESORTE DE NYLON 16X2 AWG COLOR GRIS;4338;ELECTRICOS;
CAPUCHON CON RESORTE DE NYLON 16X3 AWG COLOR AZUL;4339;ELECTRICOS;
TERMINAL ANILLO 5/16 AMARILLO CABLE 12-10;4340;ELECTRICOS;
"TORNILLO DRYWALL 14X11/2"" UN";4341;TORNILLERIA;
"TORNILLO DRYWALL 14X11/2"" DOC";4341D;TORNILLERIA;
BOTA VEREDA TALLA 38;4409;DOTACION INDUSTRIAL;
JUEGO DE PUNTAS MONTADAS PIEDRA 5 PIEZAS;4414;HERRAMIENTA MANUAL;
"LLAVE MIXTA 1"" 290MM PRETUL";4415;HERRAMIENTA MANUAL;21892
"LLAVE MIXTA 15/16"" X 280MM PRETUL";4416;HERRAMIENTA MANUAL;21891
MASILLA MADERA POROSIL BLANCO 350 GRAMOS CORONA;4417;PINTURAS Y DISOLVENTES;
MASILLA MADERA POROSIL ABARCO CLARO  350 GRAMOS CORONA;4418;PINTURAS Y DISOLVENTES;
MASILLA MADERA POROSIL ABARCO OSCURO 350 GRAMOS CORONA;4419;PINTURAS Y DISOLVENTES;
VINILO T1 PROFESSIONAL 1A BLANCO CANECA 5 GL CORONA;4420;PINTURAS Y DISOLVENTES;20%
MASILLA DRYWALL PANEL TEC PROFESSIONAL 1 GALON 5.6KG CORONA;4421;PINTURAS Y DISOLVENTES;
IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO BLANCO 1G CORONA;4422;PINTURAS Y DISOLVENTES;
IMAN CERAMICO CUADRADO 6;4423;ELECTRICOS;
IMAN CERAMICO CUADRADO 7;4424;ELECTRICOS;
IMAN MONEDA 00;4425;ELECTRICOS;
IMAN MONEDA 5;4426;ELECTRICOS;
IMPERMEABILIZANTE PARAGUAS MULTIPROPOSITO GRIS 1G CORONA;4427;PINTURAS Y DISOLVENTES;
"ALICATE PONCHADORA 8"" PARA RJ45 8 HILOS TRUPER";4428;HERRAMIENTA MANUAL;18342
ALDABILLA CROMADA DERECHA - IZQUIERDA;4429;HERRAJES Y SOPORTES;
ESCOBILLA Nï¿½1  MOTOR SINGER;4343;ELECTRICOS;
ESCOBILLA Nï¿½3;4345;ELECTRICOS;
ESCOBILLA Nï¿½6 BRILLANTADORA ELECTROLUZ;4348;ELECTRICOS;
ESCOBILLA Nï¿½5 VARIOS;4347;ELECTRICOS;
ESCOBILLA Nï¿½7 BRILLADORA GENERAL;4349;ELECTRICOS;
ESCOBILLA Nï¿½8 TALADRO B/D 1/4;4350;ELECTRICOS;
ESCOBILLA Nï¿½9 TALADRO B/D SKILL 1/2;4351;ELECTRICOS;
ESCOBILLA Nï¿½10 TALADRO PULIDORA B/D 3/8;4352;ELECTRICOS;
ESCOBILLA Nï¿½11 TALADRO BOSH DE 1/4;4353;ELECTRICOS;
ESCOBILLA Nï¿½12 PULIDORA B/D ESPECIAL;4354;ELECTRICOS;
ESCOBILLA Nï¿½13 TALADRO MAKITA;4355;ELECTRICOS;
ESCOBILLA Nï¿½14;4356;ELECTRICOS;
ESCOBILLA Nï¿½15 TALADRO ISKRAPERLES MOTOR TOOL M317;4357;ELECTRICOS;
ESCOBILLA Nï¿½16 SIERRA B/D;4358;ELECTRICOS;
ESCOBILLA Nï¿½17 RUTEADOR B/D;4359;ELECTRICOS;
ESCOBILLA Nï¿½18 PULIDORA Y TRONSADORA HITACH;4360;ELECTRICOS;
ESCOBILLA Nï¿½19 PULIDORA B/D 1/2;4361;ELECTRICOS;
ESCOBILLA Nï¿½20 PULIDORA B/D TIPO PESADO;4362;ELECTRICOS;
ESCOBILLA Nï¿½21 PULIDORA B/D PULIDORA B/D ESPECIAL;4363;ELECTRICOS;
ESCOBILLA Nï¿½22 SKILL DE 1/2 MILLER THOR 1/2;4364;ELECTRICOS;
ESCOBILLA Nï¿½23 MAKINA 1/2;4365;ELECTRICOS;
ESCOBILLA Nï¿½24 PULIDORA BOSH 1/2;4366;ELECTRICOS;
ESCOBILLA Nï¿½24A PULIDORA BOSH;4367;ELECTRICOS;
ESCOBILLA Nï¿½30A;4368;ELECTRICOS;
ESCOBILLA Nï¿½25 ISKA PERLES DE 1/2;4369;ELECTRICOS;
ESCOBILLA Nï¿½26;4370;ELECTRICOS;
ESCOBILLA Nï¿½27 PULIDORA ISKRA PERLES PEQUEï¿½A;4371;ELECTRICOS;
ESCOBILLA Nï¿½28 PULIDORA SKILL;4372;ELECTRICOS;
ESCOBILLA Nï¿½29 MINIPULIDOR DEWALD B/D;4373;ELECTRICOS;
ESCOBILLA Nï¿½30 TRONSADORA DYWAL 50;4374;ELECTRICOS;
ESCOBILLA Nï¿½31;4375;ELECTRICOS;
ESCOBILLA Nï¿½32;4376;ELECTRICOS;
TACO BREAKER 2P BIPOLAR X 40 A CILLES;4432;ELECTRICOS;
CONECTOR ELECTRICO 60A;4433;ELECTRICOS;
"VALVULA BOLA LATON 1"" GRIVAL";4434;GRIFERIA;
BOMBILLO LED 7W E27 LUZ BLANCA MERCURY;4435;ELECTRICOS;45478
TEE GALVANIZADA 3/4;4436;TUBERIAS Y ACCESORIOS;
TOMA TIPO LEVINTON BLANCA AVE;4437;ELECTRICOS;
MASILLA EPOXICA EPOXIBONDER 30 G LOCTITE;4438;PINTURAS Y DISOLVENTES;
SELLADOR MULTIPROPOSITO GALON CORONA;4440;PINTURAS Y DISOLVENTES;30%
SUPERFACHADA BASE AGUA GALON CORONA;4441;PINTURAS Y DISOLVENTES;
EPOXIBONDER TRANSPARENTE 25 GRAMOS LOCTITE;4439;PEGANTES;
TAPA TOMA LEVINTON  BLANCA;4442;ELECTRICOS;
PUNTILLA CON CABEZA 3/4 400G;3314CA;TORNILLERIA;
DESAGUE LAVAMANOS CROMADO RIOPLAST;4445;GRIFERIA;
ENVASE NEGRO 1/2 G PLASTICO;4446;PINTURAS Y DISOLVENTES;
"DISCO CORTE METAL 41/2"" X 1/16"" X 7/8"" NORTON";4447;ABRASIVOS Y CONSUMIBLES;
"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" UN";4448;TORNILLERIA;
"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" DOC";4448D;TORNILLERIA;
"TORNILLO AVELLANA PUNTA DE BROCA  8 X 11/2"" 50U";4448C;TORNILLERIA;
"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" UN";4451;TORNILLERIA;
"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" DOC";4451D;TORNILLERIA;
"TORNILLO AVELLANA PUNTA DE BROCA 6 X 3/4"" 50U";4451C;TORNILLERIA;
TORNILLO AVELLANA PUNTA DE BROCA 8X1 DOC;2492D;TORNILLERIA;
TORNILLO AVELLANA PUNTA DE BROCA 8X1 50;2492C;TORNILLERIA;
"BROCA MURO 1/4 X 4""  BOSH";4456;ABRASIVOS Y CONSUMIBLES;
BROCA LAMINA HSS 1/8 BOSH;4457;ABRASIVOS Y CONSUMIBLES;
BROCA LAMINA HSS 3/16 BOSH;4458;ABRASIVOS Y CONSUMIBLES;
ESMALTE SECADO RAPIDO BASE AGUA BLANCO 1G CORONA;4459;PINTURAS Y DISOLVENTES;
BOTA VEREDA TALLA 39;4460;DOTACION INDUSTRIAL;
GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 71/2;4461;DOTACION INDUSTRIAL;
GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 7;4462;DOTACION INDUSTRIAL;
TOMA AEREA BIFILAR PATA CRUZADA 2O AMP CODELCA;4463;ELECTRICOS;
"MACETA TIPO NEVADA MANGO FIBRA DE VIDRIO 6"" PRETUL";4465;HERRAMIENTA MANUAL;22203
SIFON FLEXIBLE CROMADO LAVAPLATOS CON CANASTILLA;4466;GRIFERIA;
CANECA 52 GLONES DE SEGUNDA;4467;PINTURAS Y DISOLVENTES;
SENSOR DE PARED SOBREPONER MERCURY;4468;ELECTRICOS;
SILICONA AROMA CHICLE UV 300ML SIMONIZ;4469;LUBRICANTES;41889
TORNILLO HEXAGONAL PUNTA BROCA 10X1/2;4464;TORNILLERIA;
"BUSHING GALVANIZADO 3/4 X 1""";4470;TUBERIAS Y ACCESORIOS;
ACEITE 3-EN- 1 AEROSOL 135ML 4,5 Oz;4471;LUBRICANTES;
RODACHINA PESADA 1.5 SIN FRENO NARANJA;4472;HERRAJES Y SOPORTES;
"RODACHINA PESADA 2"" CON FRENO NARANJA";4473;HERRAJES Y SOPORTES;
"RODACHINA GIRATORIA LIVIANA 1"" NYLON BLANCA";4474;HERRAJES Y SOPORTES;
"RODACHINA GIRATORIA LIVIANA 11/2"" NYLON BLANCA";4475;HERRAJES Y SOPORTES;
"RODACHINA GIRATORIA  LIVIANA 2"" NYLON BLANCA";4476;HERRAJES Y SOPORTES;
"RODACHINA GIRATORIA ESPIGO 2"" PARA SILLA";4477;HERRAJES Y SOPORTES;
FUSIBLE PARA OLLA METALICO;4481;HOGAR Y COCINA;
CARRETILLA 5.5 FT GRIS ANTIPINCHAZO PRETUL;4482;HERRAMIENTA MANUAL;20625
LUBRICANTE MULTIUSOS 200ML DTURIN;4478;LUBRICANTES;
BROCA ACERO HSS 15/32 INCOLMA;4479;ABRASIVOS Y CONSUMIBLES;750489
BROCA ACERO HSS 23/64 INCOLMA;4480;ABRASIVOS Y CONSUMIBLES;750406
ESCALERA TIPO TIJERA 7 PELDAï¿½OS BANDEJA TRUPER;4483;HERRAMIENTA MANUAL;10337
CAIMAN ROJO NEGRO 200A MEDIANO NACIONAL;4484;ELECTRICOS;
CAIMAN ROJO NEGRO PEQUEï¿½O NACIONAL;4485;ELECTRICOS;
MOTOR REDUCTOR PROYECTOS ESCOLARES;4486;ELECTRICOS;
BOTA VEREDA TALLA 40;4489;DOTACION INDUSTRIAL;
CERRADURA SOBREPONER DERECHA C-999 INAFER;4487;CERRAJERIA Y SEGURIDAD;
CERRADURA SOBREPONER IZQUIERDA C-999 INAFER;4488;CERRAJERIA Y SEGURIDAD;
PALUSTRE MANGO PLASTICO NO 5 UDUKE;4490;HERRAMIENTA MANUAL;
TUBO EMT 3/4;4491;ELECTRICOS;
CURVA EMT  3/4;4492;ELECTRICOS;
UNION EMT 3/4;4493;ELECTRICOS;
TERMINAL EMT 3/4;4494;HERRAMIENTA MANUAL;
COMPRESOR HORIZONTAL 25LITROS 3HP 127V;4498;HERRAMIENTA MANUAL;15006
VASTAGO CARTUCHO CERAMICO DERECHO LARGO GRIVAL;4499;GRIFERIA;
BREAKER TACO PLUG 20 A EXE;4500;ELECTRICOS;
ASPIRADORA DE SOLIDOS Y LIQUIDOS G GL TRUPER;4501;HERRAMIENTA ELECTRICA;12092
EXTENSION CON POLO NARANJA 3MT;4502;ELECTRICOS;
TEJA PLASTICA MARFIL TIPO ETERNIT #8 244X92CM GERFOR;4503;CONSTRUCCION;
GUANTE CAUCHO INDUSTRIAL PREMIUM GOYA T 10;4595;DOTACION INDUSTRIAL;
"LLAVE DE TUBO 36"" TRUPER";4506;HERRAMIENTA MANUAL;15841
ARTICULOS DE FERRETERIA;4495;HERRAMIENTA MANUAL;
ALAMBRE N10 X ROLLO 100MT CENTELSA;4156;ELECTRICOS;
ANTENA TDT PARA TV 1.50MT;4315;ELECTRICOS;
TEE GALVANIZADA 3/8;4443;TUBERIAS Y ACCESORIOS;
SENSOR DE PARED INCRUSTAR MERCURY;4496;ELECTRICOS;51142
LLANA BOCETO PLASTICO;4497;HERRAMIENTA MANUAL;
TAPA OIDOS COPA TRUPER;4505;DOTACION INDUSTRIAL;14257
FUSIBLE OLLA PUNTO VERDE, ROJO, NARANJA GRANDE;4509;HOGAR Y COCINA;
LUBRICANTE CADENAS MOTOS/BICLICLETAS 200 MERCURY;4510;LUBRICANTES;
REDUCTOR BRONCE 1/2 X 1/4;4507;PARTES Y REPUESTOS;
REDUCTOR BRONCE 1/2 X 3/8;4508;PARTES Y REPUESTOS;
VASTAGO BRONCE IZQUIERDO GRICOL;4511;GRIFERIA;
REDUCTOR BRONCE 3/8 X 1/4;4512;PARTES Y REPUESTOS;
CHUPA CON GANCHO N 6;4513;HERRAJES Y SOPORTES;
CINTA REFLECTIVA R WH 5CM X 1MT 3M;4514;ELECTRICOS;
BOMBILLO LED VELA E27 5W6500K MERCURY;4516;ELECTRICOS;
LAMPARA DE EMERGENCIA LUM 30 LEDS RECARGABLE 100ML SEGURIMAX;4517;ELECTRICOS;
CINTA REFLECTIVA R WH 5CM X 45.7MT 3M;4515;ELECTRICOS;
BOLSA DE ESTOPA FINA 400G AZUL;4518;PINTURAS Y DISOLVENTES;1EF004
BOLSA DE ESTOPA FINA 800G AMARILLA;4519;PINTURAS Y DISOLVENTES;
VALVULA DE REGULACION SENCILLA EN ZING 1/2 BOCCHERINI;4520;GRIFERIA;YW376
VALVULA DE REGULACION DOBLE  EN ZING 1/2 BOCCHERINI;4521;GRIFERIA;YW377
SECUENCIADOR CINTA LED NEON RGB120V;4522;ELECTRICOS;
LLANA MADERA BOCETO DE PUNTA 9CM X 20CM;4523;HERRAMIENTA MANUAL;115501
CABO CEPILLO X 1.20 MTS CORRIENTE;4525;HERRAMIENTA MANUAL;102503
CABO MACETA N3 LIJADO FINO;4526;HERRAMIENTA MANUAL;104002
CABO MARTILLO Uï¿½A N2;4527;HERRAMIENTA MANUAL;105502
CEPILLO CARRETERO PLASTICO 34CM SIN CABO;4528;HERRAMIENTA MANUAL;401501
MASILLA DRYWALL PANEL TEC PROFESSIONAL BALDE 14KG CORONA;4529;PINTURAS Y DISOLVENTES;
VINILO T1 PROFESSIONAL 1A BLANCO BALDE 2.5 G CORONA;4530;PINTURAS Y DISOLVENTES;
VINILO T1 PROFESSIONAL 1A BLANCO 1 G CORONA;4531;PINTURAS Y DISOLVENTES;
VINILO T2 TOTAL 2.5 G CORONA;4532;PINTURAS Y DISOLVENTES;20%
VINILO T2 PROFESSIONAL ALTA COBERTURA 5 G CORONA;4534;PINTURAS Y DISOLVENTES;
MOTOR TOOL PROFESIONAL 1509W 97 ACCESORIOS;4535;ELECTRICOS;
CABO AZADON CORRIENTE;4524;HERRAMIENTA MANUAL;100502
LLANA MADERA 14X21CM PINO;4536;HERRAMIENTA MANUAL;
CINTA LED 110V 5050 LUZ CALIDA X 1 METRO MERCURY;4537;ELECTRICOS;
VINILO T2 TOTAL 1 G CORONA;4533;PINTURAS Y DISOLVENTES;30%
JUEGO DE LLAVES BRISTOL EXTRALARGAS PULGDAS 7 PIEZAS TRUPER;4538;HERRAMIENTA MANUAL;15551
TAPAOIDO DE INSERCION ECO;4540;DOTACION INDUSTRIAL;
"BUJE PVC SOLDADO 11/2X 1""";5441;TUBERIAS Y ACCESORIOS;
"CINTA ENMASCARAR 1"" X 50M TRUPER";4542;PEGANTES;12591
CEPILLO DE PISO DOBLE USO BLANCO 1A SIN PALO;4539;HOGAR Y COCINA;
LUCES DE NAVIDAD LED LINEAL X30 FAROLITO;4543;ELECTRICOS;YG-163
LUCES DE NAVIDAD LED LINEAL BOMBILLO GRANDE HUMO X200;4544;ELECTRICOS;YG-827
LUCES DE NAVIDAD LED ESTRELLA PUNTA ARBOL;4545;ELECTRICOS;G13
LUCES DE NAVIDAD LED CORTINA FIGURAS ESTRELLAS G26-1;4546;ELECTRICOS;G26-1
LUCES DE NAVIDAD LED CORTINA BOMBILLO PAPA NOEL YG-007;4547;ELECTRICOS;
LUCES DE NAVIDAD LED CORTINA FIGURAS RENOS YG-357;4548;ELECTRICOS;YG-357
LUCES DE NAVIDAD LED CORTINA FIGURAS COPOS YG-356;4549;ELECTRICOS;YG-356
LUCES DE NAVIDAD LED CORTINA FIGURAS CIRCULOS PAPA NOEL YG-020;4550;ELECTRICOS;YG-020
LUCES DE NAVIDAD LED CORTINA FIGURAS YG115;4551;ELECTRICOS;YG-115
LUCES DE NAVIDAD LED PILA CORCHO PEQUEï¿½A;4552;ELECTRICOS;
LUCES DE NAVIDAD LED ALAMBRADA X 100B YG-254;4553;ELECTRICOS;YG-255
LUCES DE NAVIDAD LED ALAMBRADA X 200B  YG-255;4554;ELECTRICOS;
LUCES DE NAVIDAD LED CORTINA RVP 3X1MT YG-150;4555;ELECTRICOS;YG-150
LUCES DE NAVIDAD LED CORTINA RVP 3X2MT YG-151;4556;ELECTRICOS;YG-151
LUCES DE NAVIDAD LED CORTINA RVP 3X3MT YG-149;4557;ELECTRICOS;YG-149
LUCES DE NAVIDAD LED CORTINA 3X1MT YG-11O;4558;ELECTRICOS;YG-11O
LUCES DE NAVIDAD LED CORTINA 3X2MT YG-111;4559;ELECTRICOS;YG-111
LUCES DE NAVIDAD LED CORTINA  3X3MT YG-106;4560;ELECTRICOS;YG-106
LUCES DE NAVIDAD LED MANGUERA X10MT YG-155;4561;ELECTRICOS;YG-155
VELITA LED AB-1, 2;4562;ELECTRICOS;AB-1, 2
LUCES DE NAVIDAD BOMBILLO GIRATORIO LED 12104;4563;ELECTRICOS;12104
ACRILICO BOTERO PARA MANUALIDADES COLORES X60ML;4564;PINTURAS Y DISOLVENTES;ACRI0028
ACRILICO BOTERO METALIZADO DORADO / PLATEADO X60ML;4565;PINTURAS Y DISOLVENTES;ACRI0030
PAPEL ROCA PESEBRE MAQUETA VERDE O CAFï¿½ PLIEGO;4566;PAPELERIA Y ESCOLAR;HALL0006
HILO DORADO 1MT;4567;PAPELERIA Y ESCOLAR;HILO001
HILO PLATEADO 1MT;4568;PAPELERIA Y ESCOLAR;HILO002
NIEVE ARTIFICIAL EN SPRAY X4ONZ;4569;PAPELERIA Y ESCOLAR;NAVI0011
ESPONJA OROPLATA;4570;HOGAR Y COCINA;
ESPONJA DE ESPUMA DOBLE USO;4571;HOGAR Y COCINA;
BOMBILLO VEHICULO 5 17053 NARVA;4572;ELECTRICOS;
BOMBILLO VEHICULO HALOGENO 60155 NARVA;4573;ELECTRICOS;
KIT PARA DESPINCHAR BICICLETA;4574;HERRAMIENTA MANUAL;
BREAKER TACO PLUG 30 A EXE;4575;ELECTRICOS;
CANDADO CON GUAYA PARA BICICLETA FORTE;4576;CERRAJERIA Y SEGURIDAD;16166
LINTERNA MULTIFUNC FLEXIBLE 24 LED FORTE;4577;ELECTRICOS;16103
TOALLITA MICROFIBRA UNICOLOR;4578;HOGAR Y COCINA;
POMA LLAVE CRUCETA UNIVERSAL;4579;GRIFERIA;
EXTENSION 10 MTS 30ft DUPLEX OSBLACK/TITANIUM;4580;ELECTRICOS;
KIT BRICOLAGE BANDEJA PARA PINTAR;4581;PINTURAS Y DISOLVENTES;195
AMARRE PLASTICO BLANCO 4.8 X 20cm FORTE UN;4582;SOGAS Y CADENAS;16055
AMARRE PLASTICO BLANCO 4.8 X 20cm FORTE PAQ;4582P;SOGAS Y CADENAS;16055
AMARRE PLASTICO BLANCO 4.8 X 25cm FORTE PAQ;4584P;;16056
AMARRE PLASTICO BLANCO 4.8 X 37cm FORTE PAQ;3368P;SOGAS Y CADENAS;16058
AMARRE PLASTICO BLANCO 7.6 X 40cm FORTE PAQ;108P;SOGAS Y CADENAS;16059
AMARRE PLASTICO NEGRO 4.8 X 20cm FORTE UN;4587;SOGAS Y CADENAS;16066
AMARRE PLASTICO NEGRO 4.8 X 20cm FORTE PAQ;4587P;SOGAS Y CADENAS;16066
ESMALTE EXPERTO BLANCO 1/4 G SUPER;4589;PINTURAS Y DISOLVENTES;30%
AMARRE PLASTICO NEGRO 4.8 X 25cm FORTE PAQ;3373P;HERRAJES Y SOPORTES;16067
AMARRE PLASTICO NEGRO 4.8 X 30cm FORTE UN;4591;HERRAJES Y SOPORTES;16068
AMARRE PLASTICO NEGRO 4.8 X 30cm FORTE PAQ;4591P;HERRAJES Y SOPORTES;16068
AMARRE PLASTICO NEGRO 4.8 X 37cm FORTE UN;4593;HERRAJES Y SOPORTES;16069
AMARRE PLASTICO NEGRO 4.8 X 37cm FORTE PAQ;4593P;HERRAJES Y SOPORTES;16069
"CANCAMO EN ELE 3/4""";4596;HERRAJES Y SOPORTES;
CANCAMO CERRADO N 0 RANGER;4597;TORNILLERIA;
CANCAMO CERRADO N 00 RANGER;4598;TORNILLERIA;
"CANCAMO ABIERTO 11/2"" RANGER";4599;TORNILLERIA;
"CANCAMO ABIERTO 2"" RANGER";4600;TORNILLERIA;
ENTREPAï¿½O TRANSPARENTE 3/16 ESPIGO METALICO;4601;HERRAJES Y SOPORTES;
PASADOR FAYEBA COLONIAL IZQ /DER 37CM;4602;HERRAJES Y SOPORTES;
RODACHINA PESADA 1.5 CON FRENO NARANJA;4603;HERRAJES Y SOPORTES;
"RODACHINA PESADA 2"" SIN FRENO NARANJA";4604;HERRAJES Y SOPORTES;
"PATA TUBULAR METALICA 2"" X8CM";4605;HERRAJES Y SOPORTES;
"PATA TUBULAR METALICA 2"" X10CM";4606;HERRAJES Y SOPORTES;
ARGOLLA LATONADA 3/4;4607;HERRAJES Y SOPORTES;
ARGOLLA LATONADA 11/4;4608;HERRAJES Y SOPORTES;
TUBO OVALADO CROMADO PARA CLOSET X 3MT;4609;HERRAJES Y SOPORTES;
SOPORTE OVALADO PARA CLOSET 5/8 MATALICO;4610;HERRAJES Y SOPORTES;
"VALVULA POZUELO PVC 11/2"" SIN SOSCO";4611;GRIFERIA;
YEE LAVADORA CON LLAVE PLASTGRIFOS;4612;GRIFERIA;
POMA PERILLA PALANCA ESTRIA PARA LLAVE;4613;GRIFERIA;
POMA PERILLA CRUCETA ESTRIA PARA LLAVE;4614;GRIFERIA;
DUCHA LAVAPLATOS CAUCHO A PRESION;4615;GRIFERIA;
TORNILLO HEX RO PAVONADO GRADO 5 1/4X3/4;4616;TORNILLERIA;
TORNILLO HEX RO PAVONADO GRADO 5 1/4X1;4617;TORNILLERIA;
TORNILLO HEX RO PAVONADO GRADO 5 1/4X11/2;4618;TORNILLERIA;
